annotation	node
a00000000	2476
a00000020	2477
a00000021	2478
a00000022	2479
a00000023	2480
a00000024	2481
a00000025	2482
a00000026	2483
a00000027	2484
a00000028	2485
a00000029	2486
a00000030	2487
a00000031	2488
a00000032	2489
a00000033	2490
a00000034	2491
a00000035	2492
a00000036	2493
a00000037	2494
a00000038	2495
a00000039	2496
a00000040	2497
a00000041	2498
a00000042	2499
a00000043	2500
a00000044	2501
a00000045	2502
a00000046	2503
a00000047	2504
a00000048	2505
a00000049	2506
a00000050	2507
a00000051	2508
a00000052	2509
a00000053	2510
a00000054	2511
a00000055	2512
a00000056	2513
a00000057	2514
a00000058	2515
a00000059	2516
a00000060	2517
a00000061	2518
a00000062	2519
a00000063	2520
a00000064	2521
a00000065	2522
a00000066	2523
a00000067	2524
a00000068	2525
a00000069	2526
a00000070	2527
a00000071	2528
a00000072	2529
a00000073	2530
a00000074	2531
a00000075	2532
a00000076	2533
a00000077	2534
a00000078	2535
a00000079	2536
a00000080	2537
a00000081	2538
a00000082	2539
a00000083	2540
a00000084	2541
a00000085	2542
a00000086	2543
a00000087	2544
a00000088	2545
a00000089	2546
a00000090	2547
a00000091	2548
a00000092	2549
a00000093	2550
a00000094	2551
a00000095	2552
a00000096	2553
a00000097	2554
a00000098	2555
a00000099	2556
a00000100	2557
a00000101	2558
a00000102	2559
a00000103	2560
a00000104	2561
a00000105	2562
a00000106	2563
a00000107	2564
a00000108	2565
a00000109	2566
a00000110	2567
a00000111	2568
a00000112	2569
a00000113	2570
a00000114	2571
a00000115	2572
a00000116	2573
a00000117	2574
a00000118	2575
a00000119	2576
a00000120	2577
a00000121	2578
a00000122	2579
a00000123	2580
a00000124	2581
a00000125	2582
a00000126	2583
a00000127	2584
a00000128	2585
a00000129	2586
a00000130	2587
a00000131	2588
a00000132	2589
a00000133	2590
a00000134	2591
a00000135	2592
a00000136	2593
a00000137	2594
a00000138	2595
a00000139	2596
a00000140	2597
a00000141	2598
a00000142	2599
a00000143	2600
a00000144	2601
a00000145	2602
a00000146	2603
a00000147	2604
a00000148	2605
a00000149	2606
a00000150	2607
a00000151	2608
a00000152	2609
a00000153	2610
a00000154	2611
a00000155	2612
a00000156	2613
a00000157	2614
a00000158	2615
a00000159	2616
a00000160	2617
a00000161	2618
a00000162	2619
a00000163	2620
a00000164	2621
a00000165	2622
a00000166	2623
a00000167	2624
a00000168	2625
a00000169	2626
a00000170	2627
a00000171	2628
a00000172	2629
a00000173	2630
a00000174	2631
a00000175	2632
a00000176	2633
a00000177	2634
a00000178	2635
a00000179	2636
a00000180	2637
a00000181	2638
a00000182	2639
a00000183	2640
a00000184	2641
a00000185	2642
a00000186	2643
a00000187	2644
a00000188	2645
a00000189	2646
a00000190	2647
a00000191	2648
a00000192	2649
a00000193	2650
a00000194	2651
a00000195	2652
a00000196	2653
a00000197	2654
a00000198	2655
a00000199	2656
a00000200	2657
a00000201	2658
a00000202	2659
a00000203	2660
a00000204	2661
a00000205	2662
a00000206	2663
a00000207	2664
a00000208	2665
a00000209	2666
a00000210	2667
a00000211	2668
a00000212	2669
a00000213	2670
a00000214	2671
a00000215	2672
a00000216	2673
a00000217	2674
a00000218	2675
a00000219	2676
a00000220	2677
a00000221	2678
a00000222	2679
a00000223	2680
a00000224	2681
a00000225	2682
a00000226	2683
a00000227	2684
a00000228	2685
a00000229	2686
a00000230	2687
a00000231	2688
a00000232	2689
a00000233	2690
a00000234	2691
a00000235	2692
a00000236	2693
a00000237	2694
a00000238	2695
a00000239	2696
a00000240	2697
a00000241	2698
a00000242	2699
a00000243	2700
a00000244	2701
a00000245	2702
a00000246	2703
a00000247	2704
a00000248	2705
a00000249	2706
a00000250	2707
a00000251	2708
a00000252	2709
a00000253	2710
a00000254	2711
a00000255	2712
a00000256	2713
a00000257	2714
a00000258	2715
a00000259	2716
a00000260	2717
a00000261	2718
a00000262	2719
a00000263	2720
a00000264	2721
a00000265	2722
a00000266	2723
a00000267	2724
a00000268	2725
a00000269	2726
a00000270	2727
a00000271	2728
a00000272	2729
a00000273	2730
a00000274	2731
a00000275	2732
a00000276	2733
a00000277	2734
a00000278	2735
a00000279	2736
a00000280	2737
a00000281	2738
a00000282	2739
a00000283	2740
a00000284	2741
a00000285	2742
a00000286	2743
a00000287	2744
a00000288	2745
a00000289	2746
a00000290	2747
a00000291	2748
a00000292	2749
a00000293	2750
a00000294	2751
a00000295	2752
a00000296	2753
a00000297	2754
a00000298	2755
a00000299	2756
a00000300	2757
a00000301	2758
a00000302	2759
a00000303	2760
a00000304	2761
a00000305	2762
a00000306	2763
a00000307	2764
a00000308	2765
a00000309	2766
a00000310	2767
a00000311	2768
a00000312	2769
a00000313	2770
a00000314	2771
a00000315	2772
a00000316	2773
a00000317	2774
a00000318	2775
a00000319	2776
a00000320	2777
a00000321	2778
a00000322	2779
a00000323	2780
a00000324	2781
a00000325	2782
a00000326	2783
a00000327	2784
a00000328	2785
a00000329	2786
a00000330	2787
a00000331	2788
a00000332	2789
a00000333	2790
a00000334	2791
a00000335	2792
a00000336	2793
a00000337	2794
a00000338	2795
a00000339	2796
a00000340	2797
a00000341	2798
a00000342	2799
a00000343	2800
a00000344	2801
a00000345	2802
a00000346	2803
a00000347	2804
a00000348	2805
a00000349	2806
a00000350	2807
a00000351	2808
a00000352	2809
a00000353	2810
a00000354	2811
a00000355	2812
a00000356	2813
a00000357	2814
a00000358	2815
a00000359	2816
a00000360	2817
a00000361	2818
a00000362	2819
a00000363	2820
a00000364	2821
a00000365	2822
a00000366	2823
a00000367	2824
a00000368	2825
a00000369	2826
a00000370	2827
a00000371	2828
a00000372	2829
a00000373	2830
a00000374	2831
a00000375	2832
a00000376	2833
a00000377	2834
a00000378	2835
a00000379	2836
a00000380	2837
a00000001	2838
a00000002	2839
a00000003	2840
a00000004	2841
a00000005	2842
a00000006	2843
a00000007	2844
a00000008	2845
a00000009	2846
a00000010	2847
a00000011	2848
a00000012	2849
a00000013	2850
a00000014	2851
a00000015	2852
a00000016	2853
a00000017	2854
a00000018	2855
a00000019	2856
