annotation	node
a00000000	10975
a00000258	10976
a00000259	10977
a00000260	10978
a00000261	10979
a00000262	10980
a00000263	10981
a00000264	10982
a00000265	10983
a00000266	10984
a00000267	10985
a00000268	10986
a00000269	10987
a00000270	10988
a00000271	10989
a00000272	10990
a00000273	10991
a00000274	10992
a00000275	10993
a00000276	10994
a00000277	10995
a00000278	10996
a00000279	10997
a00000280	10998
a00000281	10999
a00000282	11000
a00000283	11001
a00000284	11002
a00000285	11003
a00000286	11004
a00000287	11005
a00000288	11006
a00000289	11007
a00000290	11008
a00000291	11009
a00000292	11010
a00000293	11011
a00000294	11012
a00000295	11013
a00000296	11014
a00000297	11015
a00000298	11016
a00000299	11017
a00000300	11018
a00000301	11019
a00000302	11020
a00000303	11021
a00000304	11022
a00000305	11023
a00000306	11024
a00000307	11025
a00000308	11026
a00000309	11027
a00000310	11028
a00000311	11029
a00000312	11030
a00000313	11031
a00000314	11032
a00000315	11033
a00000316	11034
a00000317	11035
a00000318	11036
a00000319	11037
a00000320	11038
a00000321	11039
a00000322	11040
a00000323	11041
a00000324	11042
a00000325	11043
a00000326	11044
a00000327	11045
a00000328	11046
a00000329	11047
a00000330	11048
a00000331	11049
a00000332	11050
a00000333	11051
a00000334	11052
a00000335	11053
a00000336	11054
a00000337	11055
a00000338	11056
a00000339	11057
a00000340	11058
a00000341	11059
a00000342	11060
a00000343	11061
a00000344	11062
a00000345	11063
a00000346	11064
a00000347	11065
a00000348	11066
a00000349	11067
a00000350	11068
a00000351	11069
a00000352	11070
a00000353	11071
a00000354	11072
a00000355	11073
a00000356	11074
a00000357	11075
a00000358	11076
a00000359	11077
a00000360	11078
a00000361	11079
a00000362	11080
a00000363	11081
a00000364	11082
a00000365	11083
a00000366	11084
a00000367	11085
a00000368	11086
a00000369	11087
a00000370	11088
a00000371	11089
a00000372	11090
a00000373	11091
a00000374	11092
a00000375	11093
a00000376	11094
a00000377	11095
a00000378	11096
a00000379	11097
a00000380	11098
a00000381	11099
a00000382	11100
a00000383	11101
a00000384	11102
a00000385	11103
a00000386	11104
a00000387	11105
a00000388	11106
a00000389	11107
a00000390	11108
a00000391	11109
a00000392	11110
a00000393	11111
a00000394	11112
a00000395	11113
a00000396	11114
a00000397	11115
a00000398	11116
a00000399	11117
a00000400	11118
a00000401	11119
a00000402	11120
a00000403	11121
a00000404	11122
a00000405	11123
a00000406	11124
a00000407	11125
a00000408	11126
a00000409	11127
a00000410	11128
a00000411	11129
a00000412	11130
a00000413	11131
a00000414	11132
