annotation	node
a00000000	8580
a00000184	8581
a00000185	8582
a00000186	8583
a00000187	8584
a00000188	8585
a00000189	8586
a00000190	8587
a00000191	8588
a00000192	8589
a00000193	8590
a00000194	8591
a00000195	8592
a00000196	8593
a00000197	8594
a00000198	8595
a00000199	8596
a00000200	8597
a00000201	8598
a00000202	8599
a00000203	8600
a00000204	8601
a00000205	8602
a00000206	8603
a00000207	8604
a00000208	8605
a00000209	8606
a00000210	8607
a00000211	8608
a00000212	8609
a00000213	8610
a00000214	8611
a00000215	8612
a00000216	8613
a00000217	8614
a00000218	8615
a00000219	8616
a00000220	8617
a00000221	8618
a00000222	8619
a00000223	8620
a00000224	8621
a00000225	8622
a00000226	8623
a00000227	8624
a00000228	8625
a00000229	8626
a00000230	8627
a00000231	8628
a00000232	8629
a00000233	8630
a00000234	8631
a00000235	8632
a00000236	8633
a00000237	8634
a00000238	8635
a00000239	8636
a00000240	8637
a00000241	8638
a00000242	8639
a00000243	8640
a00000244	8641
a00000245	8642
a00000246	8643
a00000247	8644
a00000248	8645
a00000249	8646
a00000250	8647
a00000251	8648
a00000252	8649
a00000253	8650
a00000254	8651
a00000255	8652
a00000256	8653
a00000257	8654
a00000258	8655
a00000259	8656
a00000260	8657
a00000261	8658
a00000262	8659
a00000263	8660
a00000264	8661
a00000265	8662
a00000266	8663
a00000267	8664
a00000268	8665
a00000269	8666
a00000270	8667
a00000271	8668
a00000272	8669
a00000273	8670
a00000274	8671
a00000275	8672
a00000276	8673
a00000277	8674
a00000278	8675
a00000279	8676
a00000280	8677
a00000281	8678
a00000282	8679
a00000283	8680
a00000284	8681
a00000285	8682
a00000286	8683
a00000287	8684
a00000288	8685
a00000289	8686
a00000290	8687
a00000291	8688
a00000292	8689
a00000293	8690
a00000294	8691
a00000295	8692
a00000296	8693
a00000297	8694
a00000298	8695
a00000299	8696
a00000300	8697
a00000301	8698
a00000302	8699
a00000303	8700
a00000304	8701
a00000305	8702
a00000306	8703
a00000307	8704
a00000308	8705
a00000309	8706
a00000310	8707
a00000311	8708
a00000312	8709
a00000313	8710
a00000314	8711
a00000315	8712
a00000316	8713
a00000317	8714
a00000318	8715
a00000319	8716
a00000320	8717
a00000321	8718
a00000322	8719
a00000323	8720
a00000324	8721
a00000325	8722
a00000326	8723
a00000327	8724
a00000328	8725
a00000329	8726
a00000330	8727
a00000331	8728
a00000332	8729
a00000333	8730
a00000334	8731
a00000335	8732
a00000336	8733
a00000337	8734
a00000338	8735
a00000339	8736
a00000340	8737
a00000341	8738
a00000342	8739
a00000343	8740
a00000344	8741
a00000345	8742
a00000346	8743
a00000347	8744
a00000348	8745
a00000349	8746
a00000350	8747
a00000351	8748
a00000352	8749
a00000353	8750
a00000354	8751
a00000355	8752
a00000356	8753
a00000357	8754
a00000358	8755
a00000359	8756
a00000360	8757
a00000361	8758
a00000362	8759
a00000363	8760
a00000364	8761
a00000365	8762
a00000366	8763
a00000367	8764
a00000368	8765
a00000369	8766
a00000370	8767
a00000371	8768
a00000372	8769
a00000373	8770
a00000374	8771
a00000375	8772
a00000376	8773
a00000377	8774
a00000378	8775
a00000379	8776
a00000380	8777
a00000381	8778
a00000382	8779
a00000383	8780
a00000384	8781
a00000385	8782
a00000386	8783
a00000387	8784
a00000388	8785
a00000389	8786
a00000390	8787
a00000391	8788
a00000392	8789
a00000393	8790
a00000394	8791
a00000395	8792
a00000396	8793
a00000397	8794
a00000398	8795
a00000399	8796
a00000400	8797
a00000401	8798
a00000402	8799
a00000403	8800
a00000404	8801
a00000405	8802
a00000406	8803
a00000407	8804
a00000408	8805
a00000409	8806
a00000410	8807
a00000411	8808
a00000412	8809
a00000413	8810
a00000414	8811
a00000415	8812
a00000416	8813
a00000417	8814
a00000418	8815
a00000419	8816
a00000420	8817
a00000421	8818
a00000422	8819
a00000423	8820
a00000424	8821
a00000425	8822
a00000426	8823
a00000427	8824
a00000428	8825
a00000429	8826
a00000430	8827
a00000431	8828
a00000432	8829
a00000433	8830
a00000434	8831
a00000435	8832
a00000436	8833
a00000437	8834
a00000438	8835
a00000439	8836
a00000440	8837
a00000441	8838
a00000442	8839
a00000443	8840
a00000444	8841
a00000445	8842
a00000446	8843
a00000447	8844
a00000448	8845
a00000449	8846
a00000450	8847
a00000451	8848
a00000452	8849
a00000453	8850
a00000454	8851
a00000455	8852
a00000456	8853
a00000457	8854
a00000458	8855
a00000459	8856
a00000460	8857
a00000461	8858
a00000462	8859
a00000463	8860
a00000464	8861
a00000465	8862
a00000466	8863
a00000467	8864
a00000468	8865
a00000469	8866
a00000470	8867
a00000471	8868
