annotation	node
a00000000	800
a00000025	801
a00000026	802
a00000027	803
a00000028	804
a00000029	805
a00000030	806
a00000031	807
a00000032	808
a00000033	809
a00000034	810
a00000035	811
a00000036	812
a00000037	813
a00000038	814
a00000039	815
a00000040	816
a00000041	817
a00000042	818
a00000043	819
a00000044	820
a00000045	821
a00000046	822
a00000047	823
a00000048	824
a00000049	825
a00000050	826
a00000051	827
a00000052	828
a00000053	829
a00000054	830
a00000055	831
a00000056	832
a00000057	833
a00000058	834
a00000059	835
a00000060	836
a00000061	837
a00000062	838
a00000063	839
a00000064	840
a00000065	841
a00000066	842
a00000067	843
a00000068	844
a00000069	845
a00000070	846
a00000071	847
a00000072	848
a00000073	849
a00000074	850
a00000075	851
a00000076	852
a00000077	853
a00000078	854
a00000079	855
a00000080	856
a00000081	857
a00000082	858
a00000083	859
a00000084	860
a00000085	861
a00000086	862
a00000087	863
a00000088	864
a00000089	865
a00000090	866
a00000091	867
a00000092	868
a00000093	869
a00000094	870
a00000095	871
a00000096	872
a00000097	873
a00000098	874
a00000099	875
a00000100	876
a00000101	877
a00000102	878
a00000103	879
a00000104	880
a00000105	881
a00000106	882
a00000107	883
a00000108	884
a00000109	885
a00000110	886
a00000111	887
a00000112	888
a00000113	889
a00000114	890
a00000115	891
a00000116	892
a00000117	893
a00000118	894
a00000119	895
a00000120	896
a00000121	897
a00000122	898
a00000123	899
a00000124	900
a00000125	901
a00000126	902
a00000127	903
a00000128	904
a00000129	905
a00000130	906
a00000131	907
a00000132	908
a00000133	909
a00000134	910
a00000135	911
a00000136	912
a00000137	913
a00000138	914
a00000139	915
a00000140	916
a00000141	917
a00000142	918
a00000143	919
a00000144	920
a00000145	921
a00000146	922
a00000147	923
a00000148	924
a00000149	925
a00000150	926
a00000151	927
a00000152	928
a00000153	929
a00000154	930
a00000155	931
a00000156	932
a00000157	933
a00000158	934
a00000159	935
a00000160	936
a00000161	937
a00000162	938
a00000163	939
a00000164	940
a00000165	941
a00000166	942
a00000167	943
a00000168	944
a00000169	945
a00000170	946
a00000171	947
a00000172	948
a00000173	949
a00000174	950
a00000175	951
a00000001	952
a00000002	953
a00000003	954
a00000004	955
a00000005	956
a00000006	957
a00000007	958
a00000008	959
a00000009	960
a00000010	961
a00000011	962
a00000012	963
a00000013	964
a00000014	965
a00000015	966
a00000016	967
a00000017	968
a00000018	969
a00000019	970
a00000020	971
a00000021	972
a00000022	973
a00000023	974
a00000024	975
