annotation	node
a00000000	18375
a00000248	18376
a00000249	18377
a00000250	18378
a00000251	18379
a00000252	18380
a00000253	18381
a00000254	18382
a00000255	18383
a00000256	18384
a00000257	18385
a00000258	18386
a00000259	18387
a00000260	18388
a00000261	18389
a00000262	18390
a00000263	18391
a00000264	18392
a00000265	18393
a00000266	18394
a00000267	18395
a00000268	18396
a00000269	18397
a00000270	18398
a00000271	18399
a00000272	18400
a00000273	18401
a00000274	18402
a00000275	18403
a00000276	18404
a00000277	18405
a00000278	18406
a00000279	18407
a00000280	18408
a00000281	18409
a00000282	18410
a00000283	18411
a00000284	18412
a00000285	18413
a00000286	18414
a00000287	18415
a00000288	18416
a00000289	18417
a00000290	18418
a00000291	18419
a00000292	18420
a00000293	18421
a00000294	18422
a00000295	18423
a00000296	18424
a00000297	18425
a00000298	18426
a00000299	18427
a00000300	18428
a00000301	18429
a00000302	18430
a00000303	18431
a00000304	18432
a00000305	18433
a00000306	18434
a00000307	18435
a00000308	18436
a00000309	18437
a00000310	18438
a00000311	18439
a00000312	18440
a00000313	18441
a00000314	18442
a00000315	18443
a00000316	18444
a00000317	18445
a00000318	18446
a00000319	18447
a00000320	18448
a00000321	18449
a00000322	18450
a00000323	18451
a00000324	18452
a00000325	18453
a00000326	18454
a00000327	18455
a00000328	18456
a00000329	18457
a00000330	18458
a00000331	18459
a00000332	18460
a00000333	18461
a00000334	18462
a00000335	18463
a00000336	18464
a00000337	18465
a00000338	18466
a00000339	18467
a00000340	18468
a00000341	18469
a00000342	18470
a00000343	18471
a00000344	18472
a00000345	18473
a00000346	18474
a00000347	18475
a00000348	18476
a00000349	18477
a00000350	18478
a00000351	18479
a00000352	18480
a00000353	18481
a00000354	18482
a00000355	18483
a00000356	18484
a00000357	18485
a00000358	18486
a00000359	18487
a00000360	18488
a00000361	18489
a00000362	18490
a00000363	18491
a00000364	18492
a00000365	18493
a00000366	18494
a00000367	18495
a00000368	18496
a00000369	18497
a00000370	18498
a00000371	18499
a00000372	18500
a00000373	18501
a00000374	18502
a00000375	18503
a00000376	18504
a00000377	18505
a00000378	18506
a00000379	18507
a00000380	18508
a00000381	18509
a00000382	18510
a00000383	18511
a00000384	18512
a00000385	18513
a00000386	18514
a00000387	18515
a00000388	18516
a00000389	18517
a00000390	18518
a00000391	18519
a00000392	18520
a00000393	18521
a00000394	18522
a00000395	18523
a00000396	18524
a00000397	18525
a00000398	18526
a00000399	18527
a00000400	18528
a00000401	18529
a00000402	18530
a00000403	18531
a00000404	18532
a00000405	18533
a00000406	18534
a00000407	18535
a00000408	18536
a00000409	18537
a00000410	18538
a00000411	18539
a00000412	18540
a00000413	18541
a00000414	18542
a00000415	18543
a00000416	18544
a00000417	18545
a00000418	18546
a00000419	18547
a00000420	18548
a00000421	18549
a00000422	18550
a00000423	18551
a00000424	18552
a00000425	18553
a00000426	18554
a00000427	18555
a00000428	18556
a00000429	18557
a00000430	18558
a00000431	18559
a00000432	18560
a00000433	18561
a00000434	18562
a00000435	18563
a00000436	18564
a00000437	18565
a00000438	18566
a00000439	18567
a00000440	18568
a00000441	18569
a00000442	18570
a00000443	18571
a00000444	18572
a00000445	18573
a00000446	18574
a00000447	18575
a00000448	18576
a00000449	18577
a00000450	18578
a00000451	18579
a00000452	18580
a00000453	18581
a00000454	18582
a00000455	18583
a00000456	18584
a00000457	18585
a00000458	18586
a00000459	18587
a00000460	18588
a00000461	18589
a00000462	18590
a00000463	18591
a00000464	18592
a00000465	18593
a00000466	18594
a00000467	18595
a00000468	18596
a00000469	18597
