annotation	node
a00000000	19217
a00000241	19218
a00000242	19219
a00000243	19220
a00000244	19221
a00000245	19222
a00000246	19223
a00000247	19224
a00000248	19225
a00000249	19226
a00000250	19227
a00000251	19228
a00000252	19229
a00000253	19230
a00000254	19231
a00000255	19232
a00000256	19233
a00000257	19234
a00000258	19235
a00000259	19236
a00000260	19237
a00000261	19238
a00000262	19239
a00000263	19240
a00000264	19241
a00000265	19242
a00000266	19243
a00000267	19244
a00000268	19245
a00000269	19246
a00000270	19247
a00000271	19248
a00000272	19249
a00000273	19250
a00000274	19251
a00000275	19252
a00000276	19253
a00000277	19254
a00000278	19255
a00000279	19256
a00000280	19257
a00000281	19258
a00000282	19259
a00000283	19260
a00000284	19261
a00000285	19262
a00000286	19263
a00000287	19264
a00000288	19265
a00000289	19266
a00000290	19267
a00000291	19268
a00000292	19269
a00000293	19270
a00000294	19271
a00000295	19272
a00000296	19273
a00000297	19274
a00000298	19275
a00000299	19276
a00000300	19277
a00000301	19278
a00000302	19279
a00000303	19280
a00000304	19281
a00000305	19282
a00000306	19283
a00000307	19284
a00000308	19285
a00000309	19286
a00000310	19287
a00000311	19288
a00000312	19289
a00000313	19290
a00000314	19291
a00000315	19292
a00000316	19293
a00000317	19294
a00000318	19295
a00000319	19296
a00000320	19297
a00000321	19298
a00000322	19299
a00000323	19300
a00000324	19301
a00000325	19302
a00000326	19303
a00000327	19304
a00000328	19305
a00000329	19306
a00000330	19307
a00000331	19308
a00000332	19309
a00000333	19310
a00000334	19311
a00000335	19312
a00000336	19313
a00000337	19314
a00000338	19315
a00000339	19316
a00000340	19317
a00000341	19318
a00000342	19319
a00000343	19320
a00000344	19321
a00000345	19322
a00000346	19323
a00000347	19324
a00000348	19325
a00000349	19326
a00000350	19327
a00000351	19328
a00000352	19329
a00000353	19330
a00000354	19331
a00000355	19332
a00000356	19333
a00000357	19334
a00000358	19335
a00000359	19336
a00000360	19337
a00000361	19338
a00000362	19339
a00000363	19340
a00000364	19341
a00000365	19342
a00000366	19343
a00000367	19344
a00000368	19345
a00000369	19346
a00000370	19347
a00000371	19348
a00000372	19349
a00000373	19350
a00000374	19351
a00000375	19352
a00000376	19353
a00000377	19354
a00000378	19355
a00000379	19356
a00000380	19357
a00000381	19358
a00000382	19359
a00000383	19360
a00000384	19361
a00000385	19362
a00000386	19363
a00000387	19364
a00000388	19365
a00000389	19366
a00000390	19367
a00000391	19368
a00000392	19369
a00000393	19370
a00000394	19371
a00000395	19372
a00000396	19373
a00000397	19374
a00000398	19375
a00000399	19376
a00000400	19377
a00000401	19378
a00000402	19379
a00000403	19380
a00000404	19381
a00000405	19382
a00000406	19383
a00000407	19384
a00000408	19385
a00000409	19386
a00000410	19387
a00000411	19388
a00000412	19389
a00000413	19390
a00000414	19391
a00000415	19392
a00000416	19393
a00000417	19394
a00000418	19395
a00000419	19396
a00000420	19397
a00000421	19398
a00000422	19399
a00000423	19400
a00000424	19401
a00000425	19402
a00000426	19403
a00000427	19404
a00000428	19405
a00000429	19406
a00000430	19407
a00000431	19408
a00000432	19409
a00000433	19410
a00000434	19411
a00000435	19412
a00000436	19413
a00000437	19414
a00000438	19415
a00000439	19416
a00000440	19417
a00000441	19418
a00000442	19419
a00000443	19420
a00000444	19421
a00000445	19422
a00000446	19423
a00000447	19424
a00000448	19425
a00000449	19426
a00000450	19427
a00000451	19428
a00000452	19429
a00000453	19430
a00000454	19431
a00000455	19432
a00000456	19433
a00000457	19434
a00000458	19435
a00000459	19436
a00000460	19437
a00000461	19438
a00000462	19439
a00000463	19440
a00000464	19441
a00000465	19442
a00000466	19443
a00000467	19444
a00000468	19445
a00000469	19446
a00000470	19447
a00000471	19448
a00000472	19449
a00000473	19450
a00000474	19451
a00000475	19452
a00000476	19453
a00000477	19454
a00000478	19455
a00000479	19456
a00000480	19457
a00000481	19458
a00000482	19459
a00000483	19460
a00000484	19461
a00000485	19462
a00000486	19463
a00000487	19464
a00000488	19465
a00000489	19466
a00000490	19467
a00000491	19468
a00000492	19469
a00000493	19470
a00000494	19471
a00000495	19472
a00000496	19473
a00000497	19474
a00000498	19475
a00000499	19476
a00000500	19477
a00000501	19478
a00000502	19479
a00000503	19480
a00000504	19481
a00000505	19482
a00000506	19483
a00000507	19484
a00000508	19485
a00000509	19486
a00000510	19487
a00000511	19488
a00000512	19489
a00000513	19490
a00000514	19491
a00000515	19492
a00000516	19493
a00000517	19494
a00000518	19495
a00000519	19496
a00000520	19497
a00000521	19498
a00000522	19499
a00000523	19500
a00000524	19501
a00000525	19502
a00000526	19503
a00000527	19504
a00000528	19505
a00000529	19506
a00000530	19507
a00000531	19508
a00000532	19509
a00000533	19510
a00000534	19511
a00000535	19512
a00000536	19513
a00000537	19514
a00000538	19515
a00000539	19516
a00000540	19517
a00000541	19518
a00000542	19519
a00000543	19520
a00000544	19521
a00000545	19522
a00000546	19523
a00000547	19524
a00000548	19525
a00000549	19526
a00000550	19527
a00000551	19528
a00000552	19529
a00000553	19530
a00000554	19531
a00000555	19532
a00000556	19533
a00000557	19534
a00000558	19535
a00000559	19536
a00000560	19537
a00000561	19538
a00000562	19539
a00000563	19540
a00000564	19541
a00000565	19542
a00000566	19543
a00000567	19544
a00000568	19545
a00000569	19546
a00000570	19547
a00000571	19548
a00000572	19549
a00000573	19550
a00000574	19551
a00000575	19552
a00000576	19553
a00000577	19554
a00000578	19555
a00000579	19556
a00000580	19557
a00000581	19558
a00000582	19559
a00000583	19560
a00000584	19561
a00000585	19562
a00000586	19563
a00000587	19564
a00000588	19565
a00000589	19566
a00000590	19567
a00000591	19568
a00000592	19569
a00000593	19570
a00000594	19571
a00000595	19572
a00000596	19573
a00000597	19574
a00000598	19575
a00000599	19576
a00000600	19577
a00000601	19578
a00000602	19579
a00000603	19580
a00000604	19581
a00000605	19582
a00000606	19583
a00000607	19584
a00000608	19585
a00000609	19586
a00000610	19587
a00000611	19588
a00000612	19589
a00000613	19590
a00000614	19591
