annotation	node
a00000000	6799
a00000690	6800
a00000691	6801
a00000692	6802
a00000693	6803
a00000694	6804
a00000695	6805
a00000696	6806
a00000697	6807
a00000698	6808
a00000699	6809
a00000700	6810
a00000701	6811
a00000702	6812
a00000703	6813
a00000704	6814
a00000705	6815
a00000706	6816
a00000707	6817
a00000708	6818
a00000709	6819
a00000710	6820
a00000711	6821
a00000712	6822
a00000713	6823
a00000714	6824
a00000715	6825
a00000716	6826
a00000717	6827
a00000718	6828
a00000719	6829
a00000720	6830
a00000721	6831
a00000722	6832
a00000723	6833
a00000724	6834
a00000725	6835
a00000726	6836
a00000727	6837
a00000728	6838
a00000729	6839
a00000730	6840
a00000731	6841
a00000732	6842
a00000733	6843
a00000734	6844
a00000735	6845
a00000736	6846
a00000737	6847
a00000738	6848
a00000739	6849
a00000740	6850
a00000741	6851
a00000742	6852
a00000743	6853
a00000744	6854
a00000745	6855
a00000746	6856
a00000747	6857
a00000748	6858
a00000749	6859
a00000750	6860
a00000751	6861
a00000752	6862
a00000753	6863
a00000754	6864
a00000755	6865
a00000756	6866
a00000757	6867
a00000758	6868
a00000759	6869
a00000760	6870
a00000761	6871
a00000762	6872
a00000763	6873
a00000764	6874
a00000765	6875
a00000766	6876
a00000767	6877
a00000768	6878
a00000769	6879
a00000770	6880
a00000771	6881
a00000772	6882
a00000773	6883
a00000774	6884
a00000775	6885
a00000776	6886
a00000777	6887
a00000778	6888
a00000779	6889
a00000780	6890
a00000781	6891
a00000782	6892
a00000783	6893
a00000784	6894
a00000785	6895
a00000786	6896
a00000787	6897
a00000788	6898
a00000789	6899
a00000790	6900
a00000791	6901
a00000792	6902
a00000793	6903
a00000794	6904
a00000795	6905
a00000796	6906
a00000797	6907
a00000798	6908
a00000799	6909
a00000800	6910
a00000801	6911
a00000802	6912
a00000803	6913
a00000804	6914
a00000805	6915
a00000806	6916
a00000807	6917
a00000808	6918
a00000809	6919
a00000810	6920
a00000811	6921
a00000812	6922
a00000813	6923
a00000814	6924
a00000815	6925
a00000816	6926
a00000817	6927
a00000818	6928
a00000819	6929
a00000820	6930
a00000821	6931
a00000822	6932
a00000823	6933
a00000824	6934
a00000825	6935
a00000826	6936
a00000827	6937
a00000828	6938
a00000829	6939
a00000830	6940
a00000831	6941
a00000832	6942
a00000833	6943
a00000834	6944
a00000835	6945
a00000836	6946
a00000837	6947
a00000838	6948
a00000839	6949
a00000840	6950
a00000841	6951
a00000842	6952
a00000843	6953
a00000844	6954
a00000845	6955
a00000846	6956
a00000847	6957
a00000848	6958
a00000849	6959
a00000850	6960
a00000851	6961
a00000852	6962
a00000853	6963
a00000854	6964
a00000855	6965
a00000856	6966
a00000857	6967
a00000858	6968
a00000859	6969
a00000860	6970
a00000861	6971
a00000862	6972
a00000863	6973
a00000864	6974
a00000865	6975
a00000866	6976
a00000867	6977
a00000868	6978
a00000869	6979
a00000870	6980
a00000871	6981
a00000872	6982
a00000873	6983
a00000874	6984
a00000875	6985
a00000876	6986
a00000877	6987
a00000878	6988
a00000879	6989
a00000880	6990
a00000881	6991
a00000882	6992
a00000883	6993
a00000884	6994
a00000885	6995
a00000886	6996
a00000887	6997
a00000888	6998
a00000889	6999
a00000890	7000
a00000891	7001
a00000892	7002
a00000893	7003
a00000894	7004
a00000895	7005
a00000896	7006
a00000897	7007
a00000898	7008
a00000899	7009
a00000900	7010
a00000901	7011
a00000902	7012
a00000903	7013
a00000904	7014
a00000905	7015
a00000906	7016
a00000907	7017
a00000908	7018
a00000909	7019
a00000910	7020
a00000911	7021
a00000912	7022
a00000913	7023
a00000914	7024
a00000915	7025
a00000916	7026
a00000917	7027
a00000918	7028
a00000919	7029
a00000920	7030
a00000921	7031
a00000922	7032
a00000923	7033
a00000924	7034
a00000925	7035
a00000926	7036
a00000927	7037
a00000928	7038
a00000929	7039
a00000930	7040
a00000931	7041
a00000932	7042
a00000933	7043
a00000934	7044
a00000935	7045
a00000936	7046
a00000937	7047
a00000938	7048
a00000939	7049
a00000940	7050
a00000941	7051
a00000942	7052
a00000943	7053
a00000944	7054
a00000945	7055
a00000946	7056
a00000947	7057
a00000948	7058
a00000949	7059
a00000950	7060
a00000951	7061
a00000952	7062
a00000953	7063
a00000954	7064
a00000955	7065
a00000956	7066
a00000957	7067
a00000958	7068
a00000959	7069
a00000960	7070
a00000961	7071
a00000962	7072
a00000963	7073
a00000964	7074
a00000965	7075
a00000966	7076
a00000967	7077
a00000968	7078
a00000969	7079
a00000970	7080
a00000971	7081
a00000972	7082
a00000973	7083
a00000974	7084
a00000975	7085
a00000976	7086
a00000977	7087
a00000978	7088
a00000979	7089
a00000980	7090
a00000981	7091
a00000982	7092
a00000983	7093
a00000984	7094
a00000985	7095
a00000986	7096
a00000987	7097
a00000988	7098
a00000989	7099
a00000990	7100
a00000991	7101
a00000992	7102
a00000993	7103
a00000994	7104
a00000995	7105
a00000996	7106
a00000997	7107
a00000998	7108
a00000999	7109
a00001000	7110
a00001001	7111
a00001002	7112
a00001003	7113
a00001004	7114
a00001005	7115
a00001006	7116
a00001007	7117
a00001008	7118
a00001009	7119
a00001010	7120
a00001011	7121
a00001012	7122
a00001013	7123
a00001014	7124
a00001015	7125
a00001016	7126
a00001017	7127
a00001018	7128
a00001019	7129
a00001020	7130
a00001021	7131
a00001022	7132
a00001023	7133
a00001024	7134
a00001025	7135
a00001026	7136
a00001027	7137
a00001028	7138
a00001029	7139
a00001030	7140
a00001031	7141
a00001032	7142
a00001033	7143
a00001034	7144
a00001035	7145
a00001036	7146
a00001037	7147
a00001038	7148
a00001039	7149
a00001040	7150
a00001041	7151
a00001042	7152
a00001043	7153
a00001044	7154
a00001045	7155
a00001046	7156
a00001047	7157
a00001048	7158
a00001049	7159
a00001050	7160
a00001051	7161
a00001052	7162
a00001053	7163
a00001054	7164
a00001055	7165
a00001056	7166
a00001057	7167
a00001058	7168
a00001059	7169
a00001060	7170
a00001061	7171
a00001062	7172
a00001063	7173
a00001064	7174
a00001065	7175
a00001066	7176
a00001067	7177
a00001068	7178
a00001069	7179
a00001070	7180
a00001071	7181
a00001072	7182
a00001073	7183
a00001074	7184
a00001075	7185
a00001076	7186
a00001077	7187
a00001078	7188
a00001079	7189
a00001080	7190
a00001081	7191
a00001082	7192
a00001083	7193
a00001084	7194
a00001085	7195
a00001086	7196
a00001087	7197
a00001088	7198
a00001089	7199
a00001090	7200
a00001091	7201
a00001092	7202
a00001093	7203
a00001094	7204
a00001095	7205
a00001096	7206
a00001097	7207
a00001098	7208
a00001099	7209
a00001100	7210
a00001101	7211
a00001102	7212
a00001103	7213
a00001104	7214
a00001105	7215
