annotation	node
a00000000	19516
a00000236	19517
a00000237	19518
a00000238	19519
a00000239	19520
a00000240	19521
a00000241	19522
a00000242	19523
a00000243	19524
a00000244	19525
a00000245	19526
a00000246	19527
a00000247	19528
a00000248	19529
a00000249	19530
a00000250	19531
a00000251	19532
a00000252	19533
a00000253	19534
a00000254	19535
a00000255	19536
a00000256	19537
a00000257	19538
a00000258	19539
a00000259	19540
a00000260	19541
a00000261	19542
a00000262	19543
a00000263	19544
a00000264	19545
a00000265	19546
a00000266	19547
a00000267	19548
a00000268	19549
a00000269	19550
a00000270	19551
a00000271	19552
a00000272	19553
a00000273	19554
a00000274	19555
a00000275	19556
a00000276	19557
a00000277	19558
a00000278	19559
a00000279	19560
a00000280	19561
a00000281	19562
a00000282	19563
a00000283	19564
a00000284	19565
a00000285	19566
a00000286	19567
a00000287	19568
a00000288	19569
a00000289	19570
a00000290	19571
a00000291	19572
a00000292	19573
a00000293	19574
a00000294	19575
a00000295	19576
a00000296	19577
a00000297	19578
a00000298	19579
a00000299	19580
a00000300	19581
a00000301	19582
a00000302	19583
a00000303	19584
a00000304	19585
a00000305	19586
a00000306	19587
a00000307	19588
a00000308	19589
a00000309	19590
a00000310	19591
a00000311	19592
a00000312	19593
a00000313	19594
a00000314	19595
a00000315	19596
a00000316	19597
a00000317	19598
a00000318	19599
a00000319	19600
a00000320	19601
a00000321	19602
a00000322	19603
a00000323	19604
a00000324	19605
a00000325	19606
a00000326	19607
a00000327	19608
a00000328	19609
a00000329	19610
a00000330	19611
a00000331	19612
a00000332	19613
a00000333	19614
a00000334	19615
a00000335	19616
a00000336	19617
a00000337	19618
a00000338	19619
a00000339	19620
a00000340	19621
a00000341	19622
a00000342	19623
a00000343	19624
a00000344	19625
a00000345	19626
a00000346	19627
a00000347	19628
a00000348	19629
a00000349	19630
a00000350	19631
a00000351	19632
a00000352	19633
a00000353	19634
a00000354	19635
a00000355	19636
a00000356	19637
a00000357	19638
a00000358	19639
a00000359	19640
a00000360	19641
a00000361	19642
a00000362	19643
a00000363	19644
a00000364	19645
a00000365	19646
a00000366	19647
a00000367	19648
a00000368	19649
a00000369	19650
a00000370	19651
a00000371	19652
a00000372	19653
a00000373	19654
a00000374	19655
a00000375	19656
a00000376	19657
a00000377	19658
a00000378	19659
a00000379	19660
a00000380	19661
a00000381	19662
a00000382	19663
a00000383	19664
a00000384	19665
a00000385	19666
a00000386	19667
a00000387	19668
a00000388	19669
a00000389	19670
a00000390	19671
a00000391	19672
a00000392	19673
a00000393	19674
a00000394	19675
a00000395	19676
a00000396	19677
a00000397	19678
a00000398	19679
a00000399	19680
a00000400	19681
a00000401	19682
a00000402	19683
a00000403	19684
a00000404	19685
a00000405	19686
a00000406	19687
a00000407	19688
a00000408	19689
a00000409	19690
a00000410	19691
a00000411	19692
a00000412	19693
a00000413	19694
a00000414	19695
a00000415	19696
a00000416	19697
a00000417	19698
a00000418	19699
a00000419	19700
a00000420	19701
a00000421	19702
a00000422	19703
a00000423	19704
a00000424	19705
a00000425	19706
a00000426	19707
a00000427	19708
a00000428	19709
a00000429	19710
a00000430	19711
a00000431	19712
a00000432	19713
a00000433	19714
a00000434	19715
a00000435	19716
a00000436	19717
a00000437	19718
a00000438	19719
a00000439	19720
a00000440	19721
a00000441	19722
a00000442	19723
a00000443	19724
a00000444	19725
a00000445	19726
a00000446	19727
a00000447	19728
a00000448	19729
a00000449	19730
a00000450	19731
a00000451	19732
a00000452	19733
a00000453	19734
a00000454	19735
a00000455	19736
a00000456	19737
a00000457	19738
a00000458	19739
a00000459	19740
a00000460	19741
a00000461	19742
a00000462	19743
a00000463	19744
a00000464	19745
a00000465	19746
a00000466	19747
a00000467	19748
a00000468	19749
a00000469	19750
a00000470	19751
a00000471	19752
a00000472	19753
a00000473	19754
a00000474	19755
a00000475	19756
a00000476	19757
a00000477	19758
a00000478	19759
a00000479	19760
a00000480	19761
a00000481	19762
a00000482	19763
a00000483	19764
a00000484	19765
a00000485	19766
a00000486	19767
a00000487	19768
a00000488	19769
a00000489	19770
a00000490	19771
a00000491	19772
a00000492	19773
a00000493	19774
a00000494	19775
a00000495	19776
a00000496	19777
a00000497	19778
a00000498	19779
a00000499	19780
a00000500	19781
a00000501	19782
a00000502	19783
a00000503	19784
a00000504	19785
a00000505	19786
a00000506	19787
a00000507	19788
a00000508	19789
a00000509	19790
a00000510	19791
a00000511	19792
a00000512	19793
a00000513	19794
a00000514	19795
a00000515	19796
a00000516	19797
a00000517	19798
a00000518	19799
a00000519	19800
a00000520	19801
a00000521	19802
a00000522	19803
a00000523	19804
a00000524	19805
a00000525	19806
a00000526	19807
a00000527	19808
a00000528	19809
a00000529	19810
a00000530	19811
a00000531	19812
a00000532	19813
a00000533	19814
a00000534	19815
a00000535	19816
a00000536	19817
a00000537	19818
a00000538	19819
a00000539	19820
a00000540	19821
a00000541	19822
a00000542	19823
a00000543	19824
a00000544	19825
a00000545	19826
a00000546	19827
a00000547	19828
a00000548	19829
a00000549	19830
a00000550	19831
a00000551	19832
a00000552	19833
a00000553	19834
a00000554	19835
a00000555	19836
a00000556	19837
a00000557	19838
a00000558	19839
a00000559	19840
a00000560	19841
a00000561	19842
a00000562	19843
a00000563	19844
a00000564	19845
a00000565	19846
a00000566	19847
a00000567	19848
a00000568	19849
a00000569	19850
a00000570	19851
a00000571	19852
a00000572	19853
a00000573	19854
a00000574	19855
a00000575	19856
a00000576	19857
a00000577	19858
a00000578	19859
a00000579	19860
a00000580	19861
a00000581	19862
a00000582	19863
a00000583	19864
a00000584	19865
a00000585	19866
a00000586	19867
a00000587	19868
a00000588	19869
a00000589	19870
a00000590	19871
a00000591	19872
a00000592	19873
a00000593	19874
a00000594	19875
a00000595	19876
a00000596	19877
a00000597	19878
a00000598	19879
a00000599	19880
a00000600	19881
a00000601	19882
a00000602	19883
a00000603	19884
a00000604	19885
a00000605	19886
a00000606	19887
a00000607	19888
a00000608	19889
a00000609	19890
a00000610	19891
a00000611	19892
a00000612	19893
a00000613	19894
a00000614	19895
a00000615	19896
a00000616	19897
a00000617	19898
a00000618	19899
a00000619	19900
a00000620	19901
a00000621	19902
a00000622	19903
a00000623	19904
a00000624	19905
a00000625	19906
a00000626	19907
a00000627	19908
a00000628	19909
a00000629	19910
a00000630	19911
a00000631	19912
a00000632	19913
a00000633	19914
a00000634	19915
a00000635	19916
a00000636	19917
a00000637	19918
a00000638	19919
a00000639	19920
a00000640	19921
a00000641	19922
a00000642	19923
a00000643	19924
a00000644	19925
a00000645	19926
a00000646	19927
a00000647	19928
a00000648	19929
a00000649	19930
a00000650	19931
a00000651	19932
a00000652	19933
a00000653	19934
a00000654	19935
a00000655	19936
