annotation	node
a00000000	587
a00000011	588
a00000012	589
a00000013	590
a00000014	591
a00000015	592
a00000016	593
a00000017	594
a00000018	595
a00000019	596
a00000020	597
a00000021	598
a00000022	599
a00000023	600
a00000024	601
a00000025	602
a00000026	603
a00000027	604
a00000028	605
a00000029	606
a00000030	607
a00000031	608
a00000032	609
a00000033	610
a00000034	611
a00000035	612
a00000036	613
a00000037	614
a00000038	615
a00000039	616
a00000040	617
a00000041	618
a00000042	619
a00000043	620
a00000044	621
a00000045	622
a00000046	623
a00000047	624
a00000048	625
a00000049	626
a00000050	627
a00000051	628
a00000052	629
a00000053	630
a00000054	631
a00000055	632
a00000056	633
a00000057	634
a00000058	635
a00000059	636
a00000060	637
a00000061	638
a00000062	639
a00000063	640
a00000064	641
a00000065	642
a00000066	643
a00000067	644
a00000068	645
a00000069	646
a00000070	647
a00000071	648
a00000072	649
a00000073	650
a00000074	651
a00000075	652
a00000076	653
a00000077	654
a00000078	655
a00000079	656
a00000080	657
a00000081	658
a00000082	659
a00000083	660
a00000084	661
a00000085	662
a00000086	663
a00000087	664
a00000088	665
a00000089	666
a00000090	667
a00000091	668
a00000092	669
a00000093	670
a00000094	671
a00000095	672
a00000096	673
a00000097	674
a00000098	675
a00000099	676
a00000100	677
a00000101	678
a00000102	679
a00000103	680
a00000104	681
a00000105	682
a00000106	683
a00000107	684
a00000108	685
a00000109	686
a00000110	687
a00000111	688
a00000112	689
a00000113	690
a00000114	691
a00000115	692
a00000116	693
a00000117	694
a00000118	695
a00000119	696
a00000120	697
a00000121	698
a00000122	699
a00000123	700
a00000124	701
a00000125	702
a00000126	703
a00000127	704
a00000128	705
a00000129	706
a00000130	707
a00000131	708
a00000132	709
a00000133	710
a00000134	711
a00000135	712
a00000136	713
a00000137	714
a00000138	715
a00000139	716
a00000140	717
a00000141	718
a00000142	719
a00000143	720
a00000144	721
a00000145	722
a00000146	723
a00000147	724
a00000148	725
a00000149	726
a00000150	727
a00000151	728
a00000152	729
a00000153	730
a00000154	731
a00000155	732
a00000156	733
a00000001	734
a00000002	735
a00000003	736
a00000004	737
a00000005	738
a00000006	739
a00000007	740
a00000008	741
a00000009	742
a00000010	743
