id	origin	earliest	latest	form	form_type	is_anonymous	genre	subgenre	has_dramaweb_scan	has_dramaweb_transcription	ceneton_scan	ceneton_transcription	external_scan	external_transcription	fingerprint	literature	remarks	link_ub_antwerp	link_kbb	link_ub_gent	link_bnf	link_kb	link_google	link_bll
672	M538	1641-01-01	1641-12-31	Synopsis (printed)	Synopsis	f			f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
673	M544	1642-01-01	1642-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
674	M555	1645-01-01	1645-12-31	Synopsis (printed)	Synopsis	f	Tragicomedy		f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
675	M630	1654-01-01	1654-12-31	Synopsis (printed)	Synopsis	f			f	f				f	4	Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
676	M661	1657-01-01	1657-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
677	M729	1663-01-01	1663-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
678	M1846	1750-01-01	1750-12-31	Synopsis (printed)	Synopsis	f			f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
679	M1435	1728-01-01	1728-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14051337/N						
680	M1486	1730-01-01	1730-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f	000004 - b1 A2 avan									
681	M1517	1730-01-01	1730-12-31	Mention	Fragment	f	Comedy		f	f				f	000004 - 									
682	M1034	1705-01-01	1705-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f	170504	Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
683	M1150	1718-01-01	1718-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/SJBambaGent1718			f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
684	M1198	1721-01-01	1721-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14052715/N						
685	M1205	1722-01-01	1722-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
686	M1216	1722-01-01	1722-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14024057/N						
687	M1239	1723-01-01	1723-12-31	Synopsis (printed)	Synopsis	f			f	f	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/SJAepytusGent1723			f										
688	M1248	1723-01-01	1723-12-31	Synopsis (printed)	Synopsis	f			f	f	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/SJJosephAalst1723			f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
689	M1267	1724-01-01	1724-12-31	Synopsis (printed)	Synopsis	f			f	f				f						https://lib.ugent.be/catalog/rug01:000792976				
690	M1268	1724-01-01	1724-12-31	Synopsis (printed)	Synopsis	f			f	f				f			Ceneton-ID komt tweemaal voor.			https://lib.ugent.be/catalog/rug01:000792980				
691	M1269	1724-01-01	1724-12-31	Synopsis (printed)	Synopsis	f			f	f				f			Ceneton-ID komt tweemaal voor.			https://lib.ugent.be/catalog/rug01:000792978				
692	M1277	1724-01-01	1724-12-31	Synopsis (printed)	Synopsis	f	Comedy	Farce	f	f				f										
693	M1279	1724-01-01	1724-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
694	M1280	1724-01-01	1724-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/SJDavidGent1724	https://www.let.leidenuniv.nl/Dutch/Ceneton/SJDavidGent1724.html	http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836		https://anet.be/record/opacuantwerpen/c:lvd:14024088/N						
695	M1296	1724-01-01	1724-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
696	M1304	1724-01-01	1724-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14052857/N						
697	M1308	1725-01-01	1725-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f						https://lib.ugent.be/catalog/rug01:000792989				
698	M1309	1725-01-01	1725-12-31	Synopsis (printed)	Synopsis	f			f	f				f						https://lib.ugent.be/catalog/rug01:000792989				
699	M1310	1725-01-01	1725-12-31		Fragment	f			f	f				f										
700	M1311	1725-01-01	1725-12-31	Synopsis (printed)	Synopsis	f			f	f				f						https://lib.ugent.be/catalog/rug01:000792987				
701	M1312	1725-01-01	1725-12-31	Synopsis (printed)	Synopsis	f			f	f				f						https://lib.ugent.be/catalog/rug01:000792983				
702	M1318	1725-01-01	1725-12-31	Synopsis (printed)	Synopsis	f			f	f				f			Koppelen op M- of E-niveau aan Ceneton007030			https://lib.ugent.be/catalog/rug01:000792990				
703	M1333	1725-01-01	1725-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
704	M1335	1725-01-01	1725-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
705	M1336	1725-01-01	1725-12-31	Synopsis (printed)	Synopsis	f			f	f				f			Koppelen op M- of E-niveau aan Ceneton006580			https://lib.ugent.be/catalog/rug01:000792991				
706	M1339	1726-01-01	1726-12-31	Synopsis (printed)	Synopsis	f			f	f			http://books.google.be/books?id=dfxLAAAAcAAJ&printsec=frontcover&dq=Abram+triumphans&hl=nl&sa=X&ei=SimqUKX6LYaZ0QWLt4GgDg&ved=0CC8Q6AEwAA	f										
707	M1340	1726-01-01	1726-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
708	M1349	1726-01-01	1726-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
709	M1350	1726-01-01	1726-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
710	M1354	1726-01-01	1726-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
711	M1355	1726-01-01	1726-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
712	M1364	1726-01-01	1726-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
713	M1366	1726-01-01	1726-12-31	Mention	Fragment	f			f	f				f										
714	M1384	1727-01-01	1727-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
715	M1391	1727-01-01	1727-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
717	M1439	1729-01-01	1729-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
718	M1448	1729-01-01	1729-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
719	M1449	1729-01-01	1729-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f						https://lib.ugent.be/catalog/rug01:000793062				
720	M1466	1729-01-01	1729-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
721	M1597	1732-01-01	1732-12-31	Synopsis (printed)	Synopsis	f			f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
722	M379	1630-01-01	1630-12-31	Synopsis (printed)	Synopsis	f	Comical tragedy		f	f				f										
723	M408	1633-01-01	1633-12-31	Synopsis (printed)	Synopsis	f	Tragicomedy		f	f				f							https://catalogue.bnf.fr/ark:/12148/cb386844216			
724	M843	1682-01-01	1682-12-31	Synopsis (printed)	Synopsis	f			f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
725	M844	1682-01-01	1682-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
726	M853	1683-01-01	1683-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
727	M876	1689-01-01	1689-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
728	M1542	1731-01-01	1731-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f	4									
729	M1552	1731-01-01	1731-12-31	Mention	Fragment	f	Tragedy		f	f				f										
730	M1009	1703-01-01	1703-12-31	Synopsis (printed)	Synopsis	f			f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
731	M1013	1703-01-01	1703-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/SJAbrahamCassel1703	https://www.let.leidenuniv.nl/Dutch/Ceneton/SJAbrahamCassel1703.html	http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
732	M889	1693-01-01	1693-12-31	Synopsis (printed)	Synopsis	f	Comical tragedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f	4	Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836		https://anet.be/record/opacuantwerpen/c:lvd:14049685/N						
733	M902	1695-01-01	1695-12-31	Synopsis (printed)	Synopsis	f			f	f	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/SJMithridatesIeper1695		http://books.google.be/books?id=11hbAAAAQAAJ&printsec=frontcover&hl=nl&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	f	169504 - 									
734	M906	1696-01-01	1696-12-31	Synopsis (printed)	Synopsis	f	Comical tragedy		f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836				https://lib.ugent.be/catalog/bkt01:000313440				
735	M921	1698-01-01	1698-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/SJSedeciasIeper1698			f	000008 - b1 A2 l’a	Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
736	M927	1698-01-01	1698-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
737	M988	1702-01-01	1702-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
738	M1765	1744-01-01	1744-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/SJSamuelKortrijk1744			f										
739	M1766	1744-01-01	1744-12-31	Mention	Fragment	f			f	f				f										
740	M1781	1745-01-01	1745-12-31	Synopsis (printed)	Synopsis	f			t	t	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/SJThomasJaponKortijk1745	https://www.let.leidenuniv.nl/Dutch/Ceneton/SJThomasJaponKortijk1745.html		f										
741	M1783	1745-01-01	1745-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f	2	Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
742	M1784	1745-01-01	1745-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f	2		Niet teruggevonden bij Proot							
743	M1796	1745-01-01	1745-12-31	Synopsis (printed)	Synopsis	f			f	f	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/SJThomasApostolusKortrijk1745	https://www.let.leidenuniv.nl/Dutch/Ceneton/SJThomasApostolusKortrijk1745.html		f										
744	M1797	1745-01-01	1745-12-31	Synopsis (printed)	Synopsis	f			f	f	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/SJLotKortrijk1745			f										
745	M1798	1746-01-01	1746-12-31	Synopsis (printed)	Synopsis	f			f	f	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/SJAsmundusKortrijk1746			f										
746	M131	1563-01-01	1563-12-31	Mention	Fragment	f	Comedy		f	f		https://www.let.leidenuniv.nl/Dutch/Ceneton/GoedthalsSoter1563.html	https://books.google.nl/books?id=ET_5K0dVyrQC&pg=PP9&dq=soter+gloriosvs&hl=nl&sa=X&ved=0ahUKEwiAjb3foLPpAhUG-6QKHQy_C4cQ6AEINzAB#v=onepage&q=soter%20gloriosvs&f=false	f	156308 - a1 A2 issi : a2 A5 o,$ - b1 B ed : b2 D5 res$									
747	M160	1589-01-01	1589-12-31	First Printing	Full edition	f			t	t				f										
748	M297	1620-01-01	1620-12-31	First Printing	Full edition	f	Comedy		f	f				f										http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01000986869
749	M2250	1620-01-01	1620-12-31	First Printing	Full edition	f	Tragicomedy		f	f				f										http://explore.bl.uk/BLVU1:LSCOP-ALL:BLL01000986869
750	M840	1682-01-01	1682-12-31	Reprint	Full edition	f			f	f				f										
751	M355	1628-01-01	1628-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
752	M416	1634-01-01	1634-12-31	First Printing	Full edition	f			t	t			http://babel.hathitrust.org/cgi/pt?id=ucm.5324258469;seq=2;view=1up;num=i	f	1634 - 									
753	M418	1634-01-01	1634-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f			http://babel.hathitrust.org/cgi/pt?id=ucm.5324258469;seq=2;view=1up;num=i	f	1634 - a1 b2 Y4 s$re									
754	M419	1634-01-01	1634-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f			http://babel.hathitrust.org/cgi/pt?id=ucm.5324258469;seq=2;view=1up;num=i	f	163408 - a1 F3 OE : a2 F4 $AV - b1 F5 $fug : b2 L3 N									
755	M420	1634-01-01	1634-12-31	Synopsis (printed)	Synopsis	f			f	f			http://babel.hathitrust.org/cgi/pt?id=ucm.5324258469;seq=2;view=1up;num=i	f	1634									
756	M425	1634-01-01	1634-12-31	Synopsis (printed)	Synopsis	f	Tragedy	Martyr tragedy	f	f			http://babel.hathitrust.org/cgi/pt?id=ucm.5324258469;seq=2;view=1up;num=i	f	1634									
757	M426	1634-01-01	1634-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f			http://babel.hathitrust.org/cgi/pt?id=ucm.5324258469;seq=2;view=1up;num=i	f	1634									
758	M428	1634-01-01	1634-12-31	Synopsis (printed)	Synopsis	f			f	f			http://babel.hathitrust.org/cgi/pt?id=ucm.5324258469;seq=2;view=1up;num=i	f	1634									
759	M429	1634-01-01	1634-12-31	Reprint	Full edition	f	Tragedy		f	f			http://babel.hathitrust.org/cgi/pt?id=ucm.5324258469;seq=2;view=1up;num=i	f	1634									
760	M343	1628-01-01	1628-12-31	First Printing	Full edition	f			t	t			https://books.google.nl/books?id=3Wg-AAAAcAAJ&printsec=frontcover&dq=Bustum+Sodomae&hl=nl&sa=X&ved=0ahUKEwiFx8jSzorTAhViKcAKHYNAChMQ6AEIVDAI#v=onepage&q&f=false	f										
761	M346	1628-01-01	1628-12-31	Reprint	Full edition	f			t	t			https://books.google.nl/books?id=3Wg-AAAAcAAJ&printsec=frontcover&dq=Bustum+Sodomae&hl=nl&sa=X&ved=0ahUKEwiFx8jSzorTAhViKcAKHYNAChMQ6AEIVDAI#v=onepage&q&f=false	f										
762	M349	1628-01-01	1628-12-31	Reprint	Full edition	f			f	f			https://books.google.nl/books?id=3Wg-AAAAcAAJ&printsec=frontcover&dq=Bustum+Sodomae&hl=nl&sa=X&ved=0ahUKEwiFx8jSzorTAhViKcAKHYNAChMQ6AEIVDAI#v=onepage&q&f=false	f										
763	M351	1628-01-01	1628-12-31	Reprint	Full edition	f			f	f			https://books.google.nl/books?id=3Wg-AAAAcAAJ&printsec=frontcover&dq=Bustum+Sodomae&hl=nl&sa=X&ved=0ahUKEwiFx8jSzorTAhViKcAKHYNAChMQ6AEIVDAI#v=onepage&q&f=false	f	162804 - a1 A2 â)$ : a2 A3 nio - b1 B p - b2 E3 ido									
764	M354	1628-01-01	1628-12-31	Reprint	Full edition	f			f	f			https://books.google.nl/books?id=3Wg-AAAAcAAJ&printsec=frontcover&dq=Bustum+Sodomae&hl=nl&sa=X&ved=0ahUKEwiFx8jSzorTAhViKcAKHYNAChMQ6AEIVDAI#v=onepage&q&f=false	f										
765	M359	1628-01-01	1628-12-31	First Printing	Full edition	f			f	f			https://books.google.nl/books?id=3Wg-AAAAcAAJ&printsec=frontcover&dq=Bustum+Sodomae&hl=nl&sa=X&ved=0ahUKEwiFx8jSzorTAhViKcAKHYNAChMQ6AEIVDAI#v=onepage&q&f=false	f										
766	M360	1628-01-01	1628-12-31	First Printing	Full edition	f			f	f			https://books.google.nl/books?id=3Wg-AAAAcAAJ&printsec=frontcover&dq=Bustum+Sodomae&hl=nl&sa=X&ved=0ahUKEwiFx8jSzorTAhViKcAKHYNAChMQ6AEIVDAI#v=onepage&q&f=false	f										
767	M2010	1766-01-01	1766-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f	2									
768	M2013	1766-01-01	1766-12-31	Mention	Fragment	f	Comedy		f	f				f	2									
769	M839	1682-01-01	1682-12-31	Reprint	Full edition	f			f	f				f	000012 - a1 A2 &$h : a2 A3 tit. - b1 A4 Ephra : b2 C3 str									
770	M1811	1747-01-01	1747-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
771	M1812	1747-01-01	1747-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f										
772	M1813	1747-01-01	1747-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
773	M1814	1747-01-01	1747-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f										
774	M1815	1748-01-01	1748-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f										
775	M1816	1748-01-01	1748-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
776	M1817	1748-01-01	1748-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f										
777	M1820	1748-01-01	1748-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
778	M1825	1749-01-01	1749-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
779	M1826	1749-01-01	1749-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f										
780	M1828	1749-01-01	1749-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
781	M1831	1749-01-01	1749-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f										
782	M1841	1750-01-01	1750-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f										
783	M1845	1750-01-01	1750-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
784	M1847	1750-01-01	1750-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f										
785	M1850	1750-01-01	1750-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
786	M1857	1751-01-01	1751-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
787	M1861	1751-01-01	1751-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f										
788	M1862	1751-01-01	1751-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f										
789	M1863	1751-01-01	1751-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
790	M1867	1752-01-01	1752-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
791	M1869	1752-01-01	1752-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f										
792	M1870	1752-01-01	1752-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
793	M1872	1753-01-01	1753-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f		Goran Proot, 'Het toneel van de Antwerpse Augustijnen (1671-1783)' in: De Gulden Passer. Jaargang 76-77 (1998-1999), p. 183-194, via: https://www.dbnl.org/tekst/_gul005199801_01/_gul005199801_01_0008.php								
794	M1873	1753-01-01	1753-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f										
795	M1874	1753-01-01	1753-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f										
796	M1875	1753-01-01	1753-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
797	M1876	1753-01-01	1753-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f										
798	M1878	1754-01-01	1754-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
799	M1879	1754-01-01	1754-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
800	M1882	1754-01-01	1754-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f										
801	M1883	1754-01-01	1754-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
802	M1898	1755-01-01	1755-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f										
803	M1900	1755-01-01	1755-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
804	M1923	1758-01-01	1758-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
805	M1927	1758-01-01	1758-12-31	Mention	Fragment	f	Comedy		f	f				f										
806	M1928	1758-01-01	1758-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f										
807	M1929	1758-01-01	1758-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
808	M1931	1759-01-01	1759-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
809	M1932	1759-01-01	1759-12-31	Mention	Fragment	f	Comedy		f	f				f										
810	M1933	1759-01-01	1759-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
811	M1938	1759-01-01	1759-12-31	Mention	Fragment	f	Comedy		f	f				f										
812	M1941	1760-01-01	1760-12-31	Mention	Fragment	f	Comedy		f	f				f		Goran Proot, 'Het toneel van de Antwerpse Augustijnen (1671-1783)' in: De Gulden Passer. Jaargang 76-77 (1998-1999), p. 183-194, via: https://www.dbnl.org/tekst/_gul005199801_01/_gul005199801_01_0008.php								
813	M1942	1760-01-01	1760-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f		Goran Proot, 'Het toneel van de Antwerpse Augustijnen (1671-1783)' in: De Gulden Passer. Jaargang 76-77 (1998-1999), p. 183-194, via: https://www.dbnl.org/tekst/_gul005199801_01/_gul005199801_01_0008.php								
814	M1947	1761-01-01	1761-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f		Goran Proot, 'Het toneel van de Antwerpse Augustijnen (1671-1783)' in: De Gulden Passer. Jaargang 76-77 (1998-1999), p. 183-194, via: https://www.dbnl.org/tekst/_gul005199801_01/_gul005199801_01_0008.php								
815	M1948	1761-01-01	1761-12-31	Mention	Fragment	f	Comedy		f	f				f		Goran Proot, 'Het toneel van de Antwerpse Augustijnen (1671-1783)' in: De Gulden Passer. Jaargang 76-77 (1998-1999), p. 183-194, via: https://www.dbnl.org/tekst/_gul005199801_01/_gul005199801_01_0008.php								
816	M1951	1761-01-01	1761-12-31	Mention	Fragment	f	Comedy		f	f				f		Goran Proot, 'Het toneel van de Antwerpse Augustijnen (1671-1783)' in: De Gulden Passer. Jaargang 76-77 (1998-1999), p. 183-194, via: https://www.dbnl.org/tekst/_gul005199801_01/_gul005199801_01_0008.php								
817	M1954	1761-01-01	1761-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f		Goran Proot, 'Het toneel van de Antwerpse Augustijnen (1671-1783)' in: De Gulden Passer. Jaargang 76-77 (1998-1999), p. 183-194, via: https://www.dbnl.org/tekst/_gul005199801_01/_gul005199801_01_0008.php			https://opac.kbr.be/LIBRARY/doc/SYRACUSE/18385772 					
818	M1958	1762-01-01	1762-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f		Goran Proot, 'Het toneel van de Antwerpse Augustijnen (1671-1783)' in: De Gulden Passer. Jaargang 76-77 (1998-1999), p. 183-194, via: https://www.dbnl.org/tekst/_gul005199801_01/_gul005199801_01_0008.php								
819	M1959	1762-01-01	1762-12-31	Mention	Fragment	f	Comedy		f	f				f		Goran Proot, 'Het toneel van de Antwerpse Augustijnen (1671-1783)' in: De Gulden Passer. Jaargang 76-77 (1998-1999), p. 183-194, via: https://www.dbnl.org/tekst/_gul005199801_01/_gul005199801_01_0008.php								
820	M1963	1762-01-01	1762-12-31	Mention	Fragment	f	Comedy		f	f				f										
821	M1968	1762-01-01	1762-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f		Goran Proot, 'Het toneel van de Antwerpse Augustijnen (1671-1783)' in: De Gulden Passer. Jaargang 76-77 (1998-1999), p. 183-194, via: https://www.dbnl.org/tekst/_gul005199801_01/_gul005199801_01_0008.php			https://opac.kbr.be/LIBRARY/doc/SYRACUSE/18385676  					
822	M1970	1763-01-01	1763-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f		Goran Proot, 'Het toneel van de Antwerpse Augustijnen (1671-1783)' in: De Gulden Passer. Jaargang 76-77 (1998-1999), p. 183-194, via: https://www.dbnl.org/tekst/_gul005199801_01/_gul005199801_01_0008.php								
823	M1974	1763-01-01	1763-12-31	Mention	Fragment	f	Comedy		f	f				f										
824	M1975	1763-01-01	1763-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f										
825	M1979	1763-01-01	1763-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
826	M1980	1764-01-01	1764-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f		Goran Proot, 'Het toneel van de Antwerpse Augustijnen (1671-1783)' in: De Gulden Passer. Jaargang 76-77 (1998-1999), p. 183-194, via: https://www.dbnl.org/tekst/_gul005199801_01/_gul005199801_01_0008.php								
827	M1986	1764-01-01	1764-12-31	Mention	Fragment	f	Comedy		f	f				f										
828	M1987	1764-01-01	1764-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
829	M1988	1764-01-01	1764-12-31	Mention	Fragment	f	Comedy		f	f				f										
830	M1990	1764-01-01	1764-12-31	Mention	Fragment	f	Comedy		f	f				f										
