id	origin	earliest	latest	form	form_type	is_anonymous	genre	subgenre	has_dramaweb_scan	has_dramaweb_transcription	ceneton_scan	ceneton_transcription	external_scan	external_transcription	fingerprint	literature	remarks	link_ub_antwerp	link_kbb	link_ub_gent	link_bnf	link_kb	link_google	link_bll
150	M129	1563-01-01	1563-12-31	Reprint	Full edition	f			t	t				f	156008 - a1 A2 et$frate : a2 B2 nterci - b1 B3 $regi - b2 H5 ibus$									
151	M57	1540-01-01	1540-12-31	Reprint	Full edition	f			f	f	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/ZovitiusDidascalus1540		http://books.google.nl/books?id=uwcUAAAAQAAJ&printsec=frontcover&dq=inauthor:%22Jacobus+Zovitius%22&hl=nl&sa=X&ei=ELrgUOfaLaSe0QWX84HIBA&redir_esc=y#v=onepage&q&f=false	f	000008 - a1 A.ii. me$b : a2 A.iii. o$ - b1 B A.iiii. dum$i : b2 C.iii. s$con									
152	M168	1592-01-01	1592-12-31	Reprint	Full edition	f	Comedy	Sacred comedy	f	f				f	159208 - a1 A2 er$ : a2 P5 ,$ - b1 Q mus : b2 T2 onia - c1 T3 holast : c2 Hh5 re$vetern									
153	M169	1592-01-01	1592-12-31	First Printing	Full edition	f	Comedy	Sacred comedy	f	f				f	159208 - a1 A2 er$ : a2 T2 onia - b1 T3 holast : b2 Y5 ccurr - c1 Z p : c2 Hh5 re$vetern									
154	M170	1592-01-01	1592-12-31	Reprint	Full edition	f	Comedy		f	f				f	159208 - a1 A2 er$ : a2 M I - b1 M2 eat$m : b2 P5 .$ - c1 Q mus : c2 Hh5 re$vetern									
155	M171	1592-01-01	1592-12-31	Reprint	Full edition	f	Comedy	Sacred comedy	f	f				f	159208 - a1 A2 er$ : a2 E3 aud - b1 E4 bus : b2 H3 ndae$ - c1 H4 ribus : c2 Hh5 re$vetern									
156	M172	1592-01-01	1592-12-31	First Printing	Full edition	f	Comedy	Farce	f	f				f	159208 - a1 A2 er$ - b1 Z p : b2 Bb3 talibus - c2 Hh5 re$vetern									
157	M173	1592-01-01	1592-12-31	First Printing	Full edition	f	Comedy	Sacred comedy	f	f				f	159208 - a1 A2 er$ : a2 H3 ndae$ - b1 H4 ribus : b2 M I - c1 M2 eat$m c2 Hh5 re$vetern									
158	M174	1592-01-01	1592-12-31	Reprint	Full edition	f	Comedy	Sacred comedy	f	f	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/SchonaeusTobaeus1591			f	159208 - a1 A2 er$ : a2 Aiij dis$A - b1 A4 s$ra : b2 E3 aud - c1 E4 bus : c2 2H5 re$vetern									
159	M218	1601-01-01	1601-12-31	First Printing	Full edition	f	Tragedy		t	t	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/GrotiusAdamusExul1601	https://www.let.leidenuniv.nl/Dutch/Ceneton/GrotiusAdamusExul1601.html	http://books.google.be/books?id=pRY_AAAAcAAJ&printsec=frontcover&hl=nl&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	f	160104 - a1 Aij q$e : a2 B an - b1 Bij $ : b2 Lij oni,$ - c1 a us : c2 gij ile$f									
160	M1504	1730-01-01	1730-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f	4									
161	M1505	1730-01-01	1730-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f	4									
162	M272	1615-01-01	1615-12-31	First Printing	Full edition	f	Tragedy		t	t			https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb11220009/manifest	f										
163	M2131	1515-01-01	1525-12-31	First Printing	Full edition	f			f	f				f	000004 - b1 Aij mum : b2 Bij $									
164	M7	1520-01-01	1520-12-31	First Printing	Full edition	f			f	f				f	000004 - b1 Aij cia : b2 Biij e.									
165	M1770	1744-01-01	1744-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f		Goran Proot, 'Het toneel van de Antwerpse Augustijnen (1671-1783)' in: De Gulden Passer. Jaargang 76-77 (1998-1999), p. 183-194, via: https://www.dbnl.org/tekst/_gul005199801_01/_gul005199801_01_0008.php								
166	M1771	1744-01-01	1744-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f										
167	M1774	1744-01-01	1744-12-31	Synopsis (printed)	Synopsis	f	Tragicomedy		f	f				f		Goran Proot, 'Het toneel van de Antwerpse Augustijnen (1671-1783)' in: De Gulden Passer. Jaargang 76-77 (1998-1999), p. 183-194, via: https://www.dbnl.org/tekst/_gul005199801_01/_gul005199801_01_0008.php								
168	M1778	1744-01-01	1744-12-31	Synopsis (printed)	Synopsis	f	Comical tragedy		f	f				f		Goran Proot, 'Het toneel van de Antwerpse Augustijnen (1671-1783)' in: De Gulden Passer. Jaargang 76-77 (1998-1999), p. 183-194, via: https://www.dbnl.org/tekst/_gul005199801_01/_gul005199801_01_0008.php								
169	M1780	1744-01-01	1744-12-31	Synopsis (printed)	Synopsis	f			f	f				f					https://opac.kbr.be/LIBRARY/doc/SYRACUSE/18400950 					
170	M1823	1749-01-01	1749-12-31	Mention	Fragment	f	Comedy		f	f	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/SJSalomonMechelen1749	https://www.let.leidenuniv.nl/Dutch/Ceneton/SJSalomonMechelen1749.html		f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
171	M1833	1749-01-01	1749-12-31	Synopsis (printed)	Synopsis	f			f	f	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/SJSalomonMechelen1749	https://www.let.leidenuniv.nl/Dutch/Ceneton/SJSalomonMechelen1749.html		f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
172	M1904	1756-01-01	1756-12-31	Mention	Fragment	f	Comedy	Farce	f	f	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/SJSalomonaAntwerpen1756	https://www.let.leidenuniv.nl/Dutch/Ceneton/SJSalomonaAntwerpen1756.html	http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
173	M1909	1756-01-01	1756-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/SJSalomonaAntwerpen1756	https://www.let.leidenuniv.nl/Dutch/Ceneton/SJSalomonaAntwerpen1756.html	http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
174	M642	1656-01-01	1656-12-31	Synopsis (printed)	Synopsis	f			f	f	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/SJSapriciusBrugge1656	https://www.let.leidenuniv.nl/Dutch/Ceneton/SJSapriciusBrugge1656.html		f										
175	M779	1671-01-01	1671-12-31	Synopsis (printed)	Synopsis	f			f	f			http://books.google.nl/books?id=DwgUAAAAQAAJ&printsec=frontcover&hl=nl#v=onepage&q&f=false	f										
176	M41	1539-01-01	1539-12-31	Reprint	Full edition	f	Comedy	Sacred comedy	f	f				f	153908 - a1 A2 $q$dif : a2 A3 inis$ - b1 A4 æterum : b2 D4 S.$ - c1 D5 ;$lacert									
177	M219	1602-01-01	1602-12-31	First Printing	Full edition	f	Tragedy		t	t		https://www.let.leidenuniv.nl/Dutch/Ceneton/HeinsiusAuriacus1602.html	https://books.google.nl/books?id=Ki08oXL_3S4C&printsec=frontcover&hl=nl&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	f	160204 - a1 A5 [=A3] ba : b2 D2 $ius - b1 A dus$i : b2 L3 uine - c1 M2 ent - c2 S2 tr									
178	M284	1617-01-01	1617-12-31	Reprint	Full edition	f	Tragedy		f	f				f	161708 - a1 Gg AT - b1 Gg2 noscor$ : b2 Kk3 IS.									
179	M333	1625-01-01	1625-12-31	Reprint	Full edition	f	Tragedy		f	f				f	162524 - a1 *2 qu : a2 D5 ELE - b1 E co : b2 F mn - c1 F3 $mox$ : c2 I4 s$ta									
180	M334	1625-01-01	1625-12-31	Reprint	Full edition	f	Tragedy		f	f				f	162524 - a1 F3 $mox$ - b1 F4 nis$ : b2 G6 $Qui - c1 H o : c2 I4 s$ta									
181	M1019	1703-01-01	1703-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
182	M1076	1711-01-01	1711-12-31	Synopsis (printed)	Synopsis	f			f	f				f					https://opac.kbr.be/LIBRARY/doc/SYRACUSE/18400064					
183	M1110	1715-01-01	1715-12-31	Synopsis (printed)	Synopsis	f			f	f				f					https://opac.kbr.be/LIBRARY/doc/SYRACUSE/18400104					
184	M1111	1715-01-01	1715-12-31	Synopsis (printed)	Synopsis	f			f	f				f					https://opac.kbr.be/LIBRARY/doc/SYRACUSE/18400265					
185	M2237	1691-01-01	1715-12-31	Synopsis (printed)	Synopsis	f			f	f				f					https://opac.kbr.be/LIBRARY/doc/SYRACUSE/18402716					
186	M2238	1691-01-01	1715-12-31	Synopsis (printed)	Synopsis	f			f	f				f					https://opac.kbr.be/LIBRARY/doc/SYRACUSE/18402741 					
277	M450	1636-01-01	1636-12-31	Synopsis (printed)	Synopsis	f			f	f				f	4									
187	M905	1695-01-01	1695-12-31	Synopsis (printed)	Synopsis	f			f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
188	M912	1697-01-01	1697-12-31	Synopsis (printed)	Synopsis	f			f	f				f	4	Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
189	M917	1697-01-01	1697-12-31	Synopsis (printed)	Synopsis	f			f	f				f	4									
190	M1418	1728-01-01	1728-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
191	M1438	1729-01-01	1729-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14023730/N						
192	M1464	1729-01-01	1729-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14052660/N						
193	M1479	1730-01-01	1730-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/SJAthaliaKortrijk1730			f	2	Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
194	M1480	1730-01-01	1730-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f	2	Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
195	M1501	1730-01-01	1730-12-31	Synopsis (printed)	Synopsis	f	Comical tragedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f										
196	M1512	1730-01-01	1730-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
197	M1527	1730-01-01	1730-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f										
198	M1554	1731-01-01	1731-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f										
199	M1557	1731-01-01	1731-12-31	Synopsis (printed)	Synopsis	f			f	f				f	2									
200	M1558	1731-01-01	1731-12-31	Synopsis (printed)	Synopsis	f			f	f				f	2									
201	M1560	1731-01-01	1731-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
202	M1562	1731-01-01	1731-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f										
203	M1576	1732-01-01	1732-12-31	Synopsis (printed)	Synopsis	f			f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
204	M1585	1732-01-01	1732-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f	4									
205	M1604	1732-01-01	1732-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
206	M1634	1733-01-01	1733-12-31	Synopsis (printed)	Synopsis	f			f	f				f	000004 - 									
207	M1637	1733-01-01	1733-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
208	M1660	1733-01-01	1733-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
209	M1695	1737-01-01	1737-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f	2									
210	M1700	1737-01-01	1737-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f				f	2									
211	M632	1654-01-01	1654-12-31	Synopsis (printed)	Synopsis	f			f	f				f							https://catalogue.bnf.fr/ark:/12148/cb38684404m			
212	M638	1655-01-01	1655-12-31	Synopsis (printed)	Synopsis	f			f	f				f	4	Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
213	M669	1658-01-01	1658-12-31	Synopsis (printed)	Synopsis	f			f	f	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/SJManassesIeper1658	https://www.let.leidenuniv.nl/Dutch/Ceneton/SJManassesIeper1658.html		f										
214	M692	1661-01-01	1661-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
215	M695	1662-01-01	1662-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
216	M698	1662-01-01	1662-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
217	M701	1662-01-01	1662-12-31	Synopsis (printed)	Synopsis	f			f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
218	M730	1663-01-01	1663-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f	166304	Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
219	M732	1664-01-01	1664-12-31	Synopsis (printed)	Synopsis	f			f	f				f	166404	Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
220	M736	1664-01-01	1664-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
221	M742	1665-01-01	1665-12-31	Synopsis (printed)	Synopsis	f			f	f				f	166504									
222	M743	1665-01-01	1665-12-31	Synopsis (printed)	Synopsis	f			f	f				f	166504									
223	M752	1666-01-01	1666-12-31	Synopsis (printed)	Synopsis	f			f	f				f	166604	Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
224	M754	1666-01-01	1666-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/SJCasselAdonias1666			f	4									
225	M810	1678-01-01	1678-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
226	M831	1680-01-01	1680-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f				f	4	Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
227	M841	1682-01-01	1682-12-31	Synopsis (printed)	Synopsis	f			f	f				f	168208									
228	M1103	1715-01-01	1715-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14031503/N						
229	M1137	1717-01-01	1717-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14029061/N						
230	M1144	1718-01-01	1718-12-31	Synopsis (printed)	Synopsis	f	Tragedy		t	t			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f										
231	M1154	1718-01-01	1718-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14051212/N						
232	M1194	1721-01-01	1721-12-31	Synopsis (printed)	Synopsis	f			f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:856958/N						
233	M1212	1722-01-01	1722-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f				https://anet.be/record/opacuantwerpen/c:lvd:14023792/N						
335	M275	1616-01-01	1616-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
336	M293	1619-01-01	1619-12-31	Synopsis (printed)	Synopsis	f			f	f			https://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10007739_00003.html	f										
234	M1291	1724-01-01	1724-12-31	Synopsis (printed)	Synopsis	f	Comedy		f	f			http://anet.ua.ac.be/desktop/anet/core/index.phtml?language=&euser=&session=&service=opacua&robot=&deskservice=desktop&desktop=anet&workstation=&extra=	f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836		https://anet.be/record/opacuantwerpen/c:lvd:14049677/N						
235	M40	1539-01-01	1539-12-31	Reprint	Full edition	f			f	f				f	153908 - b1 A3 re : b2 E4 $tua									
236	M509	1639-01-01	1639-12-31	Reprint	Full edition	f			f	f				f										
237	M482	1639-01-01	1639-12-31	Reprint	Full edition	f			f	f				f										
238	M486	1639-01-01	1639-12-31	Reprint	Full edition	f			f	f				f										
239	M501	1639-01-01	1639-12-31	Reprint	Full edition	f			f	f				f	b1 M uid : b2 O2 loqu									
240	M511	1639-01-01	1639-12-31	Reprint	Full edition	f			f	f				f	000008 - a1 G4 und - b1 G5 $no : b2 I5 s,$									
241	M512	1639-01-01	1639-12-31	Reprint	Full edition	f			f	f				f										
242	M1090	1714-01-01	1714-12-31	Synopsis (printed)	Synopsis	f			f	f				f						https://lib.ugent.be/catalog/rug01:000792831				
243	M1178	1720-01-01	1720-12-31	Synopsis (printed)	Synopsis	f	Tragedy		f	f	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/AugustijnenOrigenon1720		https://books.google.be/books?id=c_xLAAAAcAAJ&printsec=frontcover&hl=nl&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	f										
244	M430	1634-01-01	1634-12-31	Reprint	Full edition	f	Tragedy		f	f				f	163408 - b1 L M : b2 N2 m$t									
245	M83	1544-01-01	1544-12-31	First Printing	Full edition	f			t	t		https://www.let.leidenuniv.nl/Dutch/Ceneton/GnapheusHypocrisis1544.html	https://reader.digitale-sammlungen.de/resolve/display/bsb10926445.html	f										
246	M559	1646-01-01	1646-12-31	First Printing	Full edition	f	Comedy		f	f				f	164608 - b1 O ing : b2 R6 n.									
247	M560	1646-01-01	1646-12-31	First Printing	Full edition	f	Comedy		f	f				f	164612 - a1 *2 s$Os : a2 A S$a - b1 A2 oppen : b2 D6 n$Va									
248	M561	1646-01-01	1646-12-31	First Printing	Full edition	f	Comedy		f	f				f	164608 - b1 E2 van$d : b2 I3 $ete									
249	M562	1646-01-01	1646-12-31	First Printing	Full edition	f	Comedy		f	f				f	164608 - a1 I5 $sen - b1 I6 dat : b2 N6 $en$k									
250	M563	1646-01-01	1646-12-31	First Printing	Full edition	f			f	f				f	164608 - a1 Y pu - b1 Y2 van$ : b2 Cc wete - c1 Cc2 9 : Cc4 anim									
251	M564	1646-01-01	1646-12-31	First Printing	Full edition	f	Comedy		f	f				f	164608 - b1 S ch : b2 Xl,6 $ic									
252	M582	1646-01-01	1646-12-31	Reprint	Full edition	f	Comedy		f	f				f							https://catalogue.bnf.fr/ark:/12148/cb425337199			
253	M583	1646-01-01	1646-12-31	Reprint	Full edition	f	Comedy		f	f				f	165012 - a1 A S$a : b1 A2 lopp : b2 D6 ader						https://catalogue.bnf.fr/ark:/12148/cb425337199			
254	M584	1646-01-01	1646-12-31	Reprint	Full edition	f	Comedy		f	f				f							https://catalogue.bnf.fr/ark:/12148/cb425337199			
255	M585	1646-01-01	1646-12-31	Reprint	Full edition	f	Comedy		f	f				f							https://catalogue.bnf.fr/ark:/12148/cb425337199			
256	M586	1646-01-01	1646-12-31	Reprint	Full edition	f	Comedy		f	f				f							https://catalogue.bnf.fr/ark:/12148/cb425337199			
257	M587	1646-01-01	1646-12-31	Reprint	Full edition	f	Comedy		f	f				f							https://catalogue.bnf.fr/ark:/12148/cb425337199			
258	M711	1663-01-01	1663-12-31	Reprint	Full edition	f			f	f			https://books.google.nl/books?id=1jlBAAAAcAAJ&printsec=frontcover&dq=Belgica+interpretatione&hl=nl&sa=X&ved=0ahUKEwiGoZ3W-vvJAhVDpw4KHV2gACcQ6AEIKTAC#v=onepage&q=Belgica%20interpretatione&f=false	f	166308 - b1 V g : b2 Bb4 at$ma									
259	M713	1663-01-01	1663-12-31	Reprint	Full edition	f			f	f			https://books.google.nl/books?id=1jlBAAAAcAAJ&printsec=frontcover&dq=Belgica+interpretatione&hl=nl&sa=X&ved=0ahUKEwiGoZ3W-vvJAhVDpw4KHV2gACcQ6AEIKTAC#v=onepage&q=Belgica%20interpretatione&f=false	f	166308 - a1 *2 o,$q : a2 A TU - b1 A2 $uyt : b2 F4 uldi									
260	M715	1663-01-01	1663-12-31	Reprint	Full edition	f			f	f			https://books.google.nl/books?id=1jlBAAAAcAAJ&printsec=frontcover&dq=Belgica+interpretatione&hl=nl&sa=X&ved=0ahUKEwiGoZ3W-vvJAhVDpw4KHV2gACcQ6AEIKTAC#v=onepage&q=Belgica%20interpretatione&f=false	f	166308 - a1 G a. - b1 G2 an$de : b2 N4 dien									
261	M717	1663-01-01	1663-12-31	Reprint	Full edition	f			f	f			https://books.google.nl/books?id=1jlBAAAAcAAJ&printsec=frontcover&dq=Belgica+interpretatione&hl=nl&sa=X&ved=0ahUKEwiGoZ3W-vvJAhVDpw4KHV2gACcQ6AEIKTAC#v=onepage&q=Belgica%20interpretatione&f=false	f	166308 - 									
262	M719	1663-01-01	1663-12-31	Reprint	Full edition	f	Comedy		f	f			https://books.google.nl/books?id=1jlBAAAAcAAJ&printsec=frontcover&dq=Belgica+interpretatione&hl=nl&sa=X&ved=0ahUKEwiGoZ3W-vvJAhVDpw4KHV2gACcQ6AEIKTAC#v=onepage&q=Belgica%20interpretatione&f=false	f	166308 - b1 Kk se$d : b2 Pp ND - c1 Pp2 m$ha : c1 Qq3 dè$dicta									
263	M721	1663-01-01	1663-12-31	Reprint	Full edition	f			f	f			https://books.google.nl/books?id=1jlBAAAAcAAJ&printsec=frontcover&dq=Belgica+interpretatione&hl=nl&sa=X&ved=0ahUKEwiGoZ3W-vvJAhVDpw4KHV2gACcQ6AEIKTAC#v=onepage&q=Belgica%20interpretatione&f=false	f	166308 - 									
264	M637	1655-01-01	1655-12-31	Synopsis (printed)	Synopsis	f			f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
265	M731	1664-01-01	1664-12-31	Synopsis (printed)	Synopsis	f			f	f	https://www.let.leidenuniv.nl/Dutch/Ceneton/Facsimiles/SJPhoebusGent1664			f										
266	M733	1664-01-01	1664-12-31	Synopsis (printed)	Synopsis	f			f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
267	M735	1664-01-01	1664-12-31	Synopsis (printed)	Synopsis	f			f	f				f	4									
268	M737	1664-01-01	1664-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
269	M746	1665-01-01	1665-12-31	Synopsis (printed)	Synopsis	f			f	f				f										
270	M756	1666-01-01	1666-12-31	Synopsis (printed)	Synopsis	f			f	f				f	4									
271	M758	1666-01-01	1666-12-31	Synopsis (printed)	Synopsis	f			f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
272	M760	1666-01-01	1666-12-31	Synopsis (printed)	Synopsis	f			f	f				f	4	Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
273	M786	1672-01-01	1672-12-31	Synopsis (printed)	Synopsis	f			f	f			http://books.google.be/books?id=ScQ8AAAAcAAJ&printsec=frontcover&hl=nl&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836				https://lib.ugent.be/catalog/rug01:001305430				
274	M828	1680-01-01	1680-12-31	Synopsis (printed)	Synopsis	f			f	f				f	000004 - b1 A2 eldig	Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836								
275	M842	1682-01-01	1682-12-31	Fragment	Fragment	f			f	f				f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836	Koppelen op M- of E-niveau aan Ceneton045070							
276	M847	1682-01-01	1682-12-31	Synopsis (printed)	Synopsis	f			f	f			http://books.google.be/books?id=WsQ8AAAAcAAJ&printsec=frontcover&hl=nl&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	f		Goran Proot, Spectacula Iesuitica Belgica Antiqua (SIBA). Pars I: Provincia Flandro-Belgica (Antwerpen, 2008), p. 1-836	Koppelen op M- of E-niveau aan Ceneton049320			https://lib.ugent.be/catalog/rug01:001305436			https://books.google.be/books?vid=GENT900000082120&printsec=frontcover#v=onepage&q&f=false	
