annotation	node
a00000000	5587
a00000420	5588
a00000421	5589
a00000422	5590
a00000423	5591
a00000424	5592
a00000425	5593
a00000426	5594
a00000427	5595
a00000428	5596
a00000429	5597
a00000430	5598
a00000431	5599
a00000432	5600
a00000433	5601
a00000434	5602
a00000435	5603
a00000436	5604
a00000437	5605
a00000438	5606
a00000439	5607
a00000440	5608
a00000441	5609
a00000442	5610
a00000443	5611
a00000444	5612
a00000445	5613
a00000446	5614
a00000447	5615
a00000448	5616
a00000449	5617
a00000450	5618
a00000451	5619
a00000452	5620
a00000453	5621
a00000454	5622
a00000455	5623
a00000456	5624
a00000457	5625
a00000458	5626
a00000459	5627
a00000460	5628
a00000461	5629
a00000462	5630
a00000463	5631
a00000464	5632
a00000465	5633
a00000466	5634
a00000467	5635
a00000468	5636
a00000469	5637
a00000470	5638
a00000471	5639
a00000472	5640
a00000473	5641
a00000474	5642
a00000475	5643
a00000476	5644
a00000477	5645
a00000478	5646
a00000479	5647
a00000480	5648
a00000481	5649
a00000482	5650
a00000483	5651
a00000484	5652
a00000485	5653
a00000486	5654
a00000487	5655
a00000488	5656
a00000489	5657
a00000490	5658
a00000491	5659
a00000492	5660
a00000493	5661
a00000494	5662
a00000495	5663
a00000496	5664
a00000497	5665
a00000498	5666
a00000499	5667
a00000500	5668
a00000501	5669
a00000502	5670
a00000503	5671
a00000504	5672
a00000505	5673
a00000506	5674
a00000507	5675
a00000508	5676
a00000509	5677
a00000510	5678
a00000511	5679
a00000512	5680
a00000513	5681
a00000514	5682
a00000515	5683
a00000516	5684
a00000517	5685
a00000518	5686
a00000519	5687
a00000520	5688
a00000521	5689
a00000522	5690
a00000523	5691
a00000524	5692
a00000525	5693
a00000526	5694
a00000527	5695
a00000528	5696
a00000529	5697
a00000530	5698
a00000531	5699
a00000532	5700
a00000533	5701
a00000534	5702
a00000535	5703
a00000536	5704
a00000537	5705
a00000538	5706
a00000539	5707
a00000540	5708
a00000541	5709
a00000542	5710
a00000543	5711
a00000544	5712
a00000545	5713
a00000546	5714
a00000547	5715
a00000548	5716
a00000549	5717
a00000550	5718
a00000551	5719
a00000552	5720
a00000553	5721
a00000554	5722
a00000555	5723
a00000556	5724
a00000557	5725
a00000558	5726
a00000559	5727
a00000560	5728
a00000561	5729
a00000562	5730
a00000563	5731
a00000564	5732
a00000565	5733
a00000566	5734
a00000567	5735
a00000568	5736
a00000569	5737
a00000570	5738
a00000571	5739
a00000572	5740
a00000573	5741
a00000574	5742
a00000575	5743
a00000576	5744
a00000577	5745
a00000578	5746
a00000579	5747
a00000580	5748
a00000581	5749
a00000582	5750
a00000583	5751
a00000584	5752
a00000585	5753
a00000586	5754
a00000587	5755
a00000588	5756
a00000589	5757
a00000590	5758
a00000591	5759
a00000592	5760
a00000593	5761
a00000594	5762
a00000595	5763
a00000596	5764
a00000597	5765
a00000598	5766
a00000599	5767
a00000600	5768
a00000601	5769
a00000602	5770
a00000603	5771
a00000604	5772
a00000605	5773
a00000606	5774
a00000607	5775
a00000608	5776
a00000609	5777
a00000610	5778
a00000611	5779
a00000612	5780
a00000613	5781
a00000614	5782
a00000615	5783
a00000616	5784
a00000617	5785
a00000618	5786
a00000619	5787
a00000620	5788
a00000621	5789
a00000622	5790
a00000623	5791
a00000624	5792
a00000625	5793
a00000626	5794
a00000627	5795
a00000628	5796
a00000629	5797
a00000630	5798
a00000631	5799
a00000632	5800
a00000633	5801
a00000634	5802
a00000635	5803
a00000636	5804
a00000637	5805
a00000638	5806
a00000639	5807
a00000640	5808
a00000641	5809
a00000642	5810
a00000643	5811
a00000644	5812
a00000645	5813
a00000646	5814
a00000647	5815
a00000648	5816
a00000649	5817
a00000650	5818
a00000651	5819
a00000652	5820
a00000653	5821
a00000654	5822
a00000655	5823
a00000656	5824
a00000657	5825
a00000658	5826
a00000659	5827
a00000660	5828
a00000661	5829
a00000662	5830
a00000663	5831
a00000664	5832
a00000665	5833
a00000666	5834
a00000667	5835
a00000668	5836
a00000669	5837
a00000670	5838
a00000671	5839
a00000672	5840
a00000673	5841
a00000674	5842
a00000675	5843
a00000676	5844
a00000677	5845
a00000678	5846
a00000679	5847
a00000680	5848
a00000681	5849
a00000682	5850
a00000683	5851
a00000684	5852
a00000685	5853
a00000686	5854
a00000687	5855
a00000688	5856
a00000689	5857
a00000690	5858
a00000691	5859
a00000692	5860
a00000693	5861
a00000694	5862
a00000695	5863
a00000696	5864
a00000697	5865
a00000698	5866
a00000699	5867
a00000700	5868
a00000701	5869
a00000702	5870
a00000703	5871
a00000704	5872
a00000705	5873
a00000706	5874
a00000707	5875
a00000708	5876
a00000709	5877
a00000710	5878
a00000711	5879
a00000712	5880
a00000713	5881
a00000714	5882
a00000715	5883
a00000716	5884
a00000717	5885
a00000718	5886
a00000719	5887
a00000720	5888
a00000721	5889
a00000722	5890
a00000723	5891
a00000724	5892
a00000725	5893
a00000726	5894
a00000727	5895
a00000728	5896
a00000729	5897
a00000730	5898
a00000731	5899
a00000732	5900
a00000733	5901
a00000734	5902
a00000735	5903
a00000736	5904
a00000737	5905
a00000738	5906
a00000739	5907
a00000740	5908
a00000741	5909
a00000742	5910
a00000743	5911
a00000744	5912
a00000745	5913
a00000746	5914
a00000747	5915
a00000748	5916
a00000749	5917
a00000750	5918
a00000751	5919
a00000752	5920
a00000753	5921
a00000754	5922
a00000755	5923
a00000756	5924
a00000757	5925
a00000758	5926
a00000759	5927
a00000760	5928
a00000761	5929
a00000762	5930
a00000763	5931
a00000764	5932
a00000765	5933
a00000766	5934
a00000767	5935
a00000768	5936
a00000769	5937
a00000770	5938
a00000771	5939
a00000772	5940
a00000773	5941
a00000774	5942
a00000775	5943
a00000776	5944
a00000777	5945
a00000778	5946
a00000779	5947
a00000780	5948
a00000781	5949
a00000782	5950
a00000783	5951
a00000784	5952
a00000785	5953
a00000786	5954
a00000787	5955
a00000788	5956
a00000789	5957
a00000790	5958
a00000791	5959
a00000792	5960
a00000793	5961
a00000794	5962
a00000795	5963
a00000796	5964
a00000797	5965
a00000798	5966
a00000799	5967
a00000800	5968
a00000801	5969
a00000802	5970
a00000803	5971
a00000804	5972
a00000805	5973
a00000806	5974
a00000807	5975
a00000808	5976
a00000809	5977
a00000810	5978
a00000811	5979
a00000812	5980
a00000813	5981
a00000814	5982
a00000815	5983
a00000816	5984
a00000817	5985
a00000818	5986
a00000819	5987
a00000820	5988
a00000821	5989
a00000822	5990
a00000823	5991
a00000824	5992
a00000825	5993
a00000826	5994
a00000827	5995
a00000828	5996
a00000829	5997
a00000830	5998
a00000831	5999
a00000832	6000
a00000833	6001
a00000834	6002
a00000835	6003
a00000836	6004
a00000837	6005
a00000838	6006
a00000839	6007
a00000840	6008
a00000841	6009
a00000842	6010
a00000843	6011
a00000844	6012
a00000845	6013
a00000846	6014
a00000847	6015
a00000848	6016
a00000849	6017
a00000850	6018
a00000851	6019
a00000852	6020
a00000853	6021
a00000854	6022
a00000855	6023
a00000856	6024
a00000857	6025
a00000858	6026
a00000859	6027
a00000860	6028
a00000861	6029
a00000862	6030
a00000863	6031
a00000864	6032
a00000865	6033
a00000866	6034
a00000867	6035
a00000868	6036
a00000869	6037
a00000870	6038
a00000871	6039
a00000872	6040
a00000873	6041
a00000874	6042
a00000875	6043
a00000876	6044
a00000877	6045
a00000878	6046
a00000879	6047
a00000880	6048
a00000881	6049
a00000882	6050
a00000883	6051
a00000884	6052
a00000885	6053
a00000886	6054
a00000887	6055
a00000888	6056
a00000889	6057
a00000890	6058
a00000891	6059
a00000892	6060
a00000893	6061
a00000894	6062
a00000895	6063
a00000896	6064
a00000897	6065
a00000898	6066
a00000899	6067
a00000900	6068
a00000901	6069
a00000902	6070
a00000903	6071
a00000904	6072
a00000905	6073
a00000906	6074
a00000907	6075
a00000908	6076
a00000909	6077
a00000910	6078
a00000911	6079
a00000912	6080
a00000913	6081
a00000914	6082
a00000915	6083
a00000916	6084
a00000917	6085
a00000918	6086
a00000919	6087
a00000920	6088
a00000921	6089
a00000922	6090
a00000923	6091
a00000924	6092
a00000925	6093
a00000926	6094
a00000927	6095
a00000928	6096
a00000929	6097
a00000930	6098
a00000931	6099
a00000932	6100
a00000933	6101
a00000934	6102
a00000935	6103
a00000936	6104
a00000937	6105
a00000938	6106
a00000939	6107
a00000940	6108
a00000941	6109
a00000942	6110
a00000943	6111
a00000944	6112
a00000945	6113
a00000946	6114
a00000947	6115
a00000948	6116
a00000949	6117
a00000950	6118
a00000951	6119
a00000952	6120
a00000953	6121
a00000954	6122
a00000955	6123
a00000956	6124
a00000957	6125
a00000958	6126
a00000959	6127
a00000960	6128
a00000961	6129
a00000962	6130
a00000963	6131
a00000964	6132
a00000965	6133
a00000966	6134
a00000967	6135
a00000968	6136
a00000969	6137
a00000970	6138
a00000971	6139
a00000972	6140
a00000973	6141
a00000974	6142
a00000975	6143
a00000976	6144
a00000977	6145
a00000978	6146
a00000979	6147
a00000980	6148
a00000981	6149
a00000982	6150
a00000983	6151
a00000984	6152
a00000985	6153
a00000986	6154
a00000987	6155
a00000988	6156
a00000989	6157
a00000990	6158
a00000991	6159
a00000992	6160
a00000993	6161
a00000994	6162
a00000995	6163
a00000996	6164
a00000997	6165
a00000998	6166
a00000999	6167
a00001000	6168
a00001001	6169
a00001002	6170
a00001003	6171
a00001004	6172
a00001005	6173
a00001006	6174
a00001007	6175
a00001008	6176
a00001009	6177
a00001010	6178
a00001011	6179
a00001012	6180
a00001013	6181
a00001014	6182
a00001015	6183
a00001016	6184
a00001017	6185
a00001018	6186
a00001019	6187
a00001020	6188
a00001021	6189
a00001022	6190
a00001023	6191
a00001024	6192
a00001025	6193
a00001026	6194
a00001027	6195
a00001028	6196
a00001029	6197
a00001030	6198
a00001031	6199
a00001032	6200
a00001033	6201
a00001034	6202
a00001035	6203
a00001036	6204
a00001037	6205
a00001038	6206
a00001039	6207
a00001040	6208
a00001041	6209
a00001042	6210
a00001043	6211
a00001044	6212
a00001045	6213
a00001046	6214
a00001047	6215
a00001048	6216
a00001049	6217
a00001050	6218
a00001051	6219
a00001052	6220
a00001053	6221
a00001054	6222
a00001055	6223
a00001056	6224
a00001057	6225
a00001058	6226
a00001059	6227
a00001060	6228
a00001061	6229
a00001062	6230
a00001063	6231
a00001064	6232
a00001065	6233
a00001066	6234
a00001067	6235
a00001068	6236
a00001069	6237
a00001070	6238
a00001071	6239
a00001072	6240
