annotation	node
a00000000	20286
a00000382	20287
a00000383	20288
a00000384	20289
a00000385	20290
a00000386	20291
a00000387	20292
a00000388	20293
a00000389	20294
a00000390	20295
a00000391	20296
a00000392	20297
a00000393	20298
a00000394	20299
a00000395	20300
a00000396	20301
a00000397	20302
a00000398	20303
a00000399	20304
a00000400	20305
a00000401	20306
a00000402	20307
a00000403	20308
a00000404	20309
a00000405	20310
a00000406	20311
a00000407	20312
a00000408	20313
a00000409	20314
a00000410	20315
a00000411	20316
a00000412	20317
a00000413	20318
a00000414	20319
a00000415	20320
a00000416	20321
a00000417	20322
a00000418	20323
a00000419	20324
a00000420	20325
a00000421	20326
a00000422	20327
a00000423	20328
a00000424	20329
a00000425	20330
a00000426	20331
a00000427	20332
a00000428	20333
a00000429	20334
a00000430	20335
a00000431	20336
a00000432	20337
a00000433	20338
a00000434	20339
a00000435	20340
a00000436	20341
a00000437	20342
a00000438	20343
a00000439	20344
a00000440	20345
a00000441	20346
a00000442	20347
a00000443	20348
a00000444	20349
a00000445	20350
a00000446	20351
a00000447	20352
a00000448	20353
a00000449	20354
a00000450	20355
a00000451	20356
a00000452	20357
a00000453	20358
a00000454	20359
a00000455	20360
a00000456	20361
a00000457	20362
a00000458	20363
a00000459	20364
a00000460	20365
a00000461	20366
a00000462	20367
a00000463	20368
a00000464	20369
a00000465	20370
a00000466	20371
a00000467	20372
a00000468	20373
a00000469	20374
a00000470	20375
a00000471	20376
a00000472	20377
a00000473	20378
a00000474	20379
a00000475	20380
a00000476	20381
a00000477	20382
a00000478	20383
a00000479	20384
a00000480	20385
a00000481	20386
a00000482	20387
a00000483	20388
a00000484	20389
a00000485	20390
a00000486	20391
a00000487	20392
a00000488	20393
a00000489	20394
a00000490	20395
a00000491	20396
a00000492	20397
a00000493	20398
a00000494	20399
a00000495	20400
a00000496	20401
a00000497	20402
a00000498	20403
a00000499	20404
a00000500	20405
a00000501	20406
a00000502	20407
a00000503	20408
a00000504	20409
a00000505	20410
a00000506	20411
a00000507	20412
a00000508	20413
a00000509	20414
a00000510	20415
a00000511	20416
a00000512	20417
a00000513	20418
a00000514	20419
a00000515	20420
a00000516	20421
a00000517	20422
a00000518	20423
a00000519	20424
a00000520	20425
a00000521	20426
a00000522	20427
a00000523	20428
a00000524	20429
a00000525	20430
a00000526	20431
a00000527	20432
a00000528	20433
a00000529	20434
a00000530	20435
a00000531	20436
a00000532	20437
a00000533	20438
a00000534	20439
a00000535	20440
a00000536	20441
a00000537	20442
a00000538	20443
a00000539	20444
a00000540	20445
a00000541	20446
a00000542	20447
a00000543	20448
a00000544	20449
a00000545	20450
a00000546	20451
a00000547	20452
a00000548	20453
a00000549	20454
a00000550	20455
a00000551	20456
a00000552	20457
a00000553	20458
a00000554	20459
a00000555	20460
a00000556	20461
a00000557	20462
a00000558	20463
a00000559	20464
a00000560	20465
a00000561	20466
a00000562	20467
a00000563	20468
a00000564	20469
a00000565	20470
a00000566	20471
a00000567	20472
a00000568	20473
a00000569	20474
a00000570	20475
a00000571	20476
a00000572	20477
a00000573	20478
a00000574	20479
a00000575	20480
a00000576	20481
a00000577	20482
a00000578	20483
a00000579	20484
a00000580	20485
a00000581	20486
a00000582	20487
a00000583	20488
a00000584	20489
a00000585	20490
a00000586	20491
a00000587	20492
a00000588	20493
a00000589	20494
a00000590	20495
a00000591	20496
a00000592	20497
a00000593	20498
a00000594	20499
a00000595	20500
a00000596	20501
a00000597	20502
a00000598	20503
a00000599	20504
a00000600	20505
a00000601	20506
a00000602	20507
a00000603	20508
a00000604	20509
a00000605	20510
a00000606	20511
a00000607	20512
a00000608	20513
a00000609	20514
a00000610	20515
a00000611	20516
a00000612	20517
a00000613	20518
a00000614	20519
a00000615	20520
a00000616	20521
a00000617	20522
a00000618	20523
a00000619	20524
a00000620	20525
a00000621	20526
a00000622	20527
a00000623	20528
a00000624	20529
a00000625	20530
a00000626	20531
a00000627	20532
a00000628	20533
a00000629	20534
a00000630	20535
a00000631	20536
a00000632	20537
a00000633	20538
a00000634	20539
a00000635	20540
a00000636	20541
a00000637	20542
a00000638	20543
a00000639	20544
a00000640	20545
a00000641	20546
a00000642	20547
a00000643	20548
a00000644	20549
a00000645	20550
a00000646	20551
a00000647	20552
a00000648	20553
a00000649	20554
a00000650	20555
a00000651	20556
a00000652	20557
a00000653	20558
a00000654	20559
a00000655	20560
a00000656	20561
a00000657	20562
a00000658	20563
a00000659	20564
a00000660	20565
a00000661	20566
a00000662	20567
a00000663	20568
a00000664	20569
a00000665	20570
a00000666	20571
a00000667	20572
a00000668	20573
a00000669	20574
a00000670	20575
a00000671	20576
a00000672	20577
a00000673	20578
a00000674	20579
a00000675	20580
a00000676	20581
a00000677	20582
a00000678	20583
a00000679	20584
a00000680	20585
a00000681	20586
a00000682	20587
a00000683	20588
a00000684	20589
a00000685	20590
a00000686	20591
a00000687	20592
a00000688	20593
a00000689	20594
a00000690	20595
a00000691	20596
a00000692	20597
a00000693	20598
a00000694	20599
a00000695	20600
a00000696	20601
a00000697	20602
a00000698	20603
a00000699	20604
a00000700	20605
a00000701	20606
a00000702	20607
a00000703	20608
a00000704	20609
a00000705	20610
a00000706	20611
a00000707	20612
a00000708	20613
a00000709	20614
a00000710	20615
a00000711	20616
a00000712	20617
a00000713	20618
a00000714	20619
a00000715	20620
a00000716	20621
a00000717	20622
a00000718	20623
a00000719	20624
a00000720	20625
a00000721	20626
a00000722	20627
a00000723	20628
a00000724	20629
a00000725	20630
a00000726	20631
a00000727	20632
a00000728	20633
a00000729	20634
a00000730	20635
a00000731	20636
a00000732	20637
a00000733	20638
a00000734	20639
a00000735	20640
a00000736	20641
a00000737	20642
a00000738	20643
a00000739	20644
a00000740	20645
a00000741	20646
a00000742	20647
a00000743	20648
a00000744	20649
a00000745	20650
a00000746	20651
a00000747	20652
a00000748	20653
a00000749	20654
a00000750	20655
a00000751	20656
a00000752	20657
a00000753	20658
a00000754	20659
a00000755	20660
a00000756	20661
a00000757	20662
a00000758	20663
a00000759	20664
a00000760	20665
a00000761	20666
a00000762	20667
a00000763	20668
a00000764	20669
a00000765	20670
a00000766	20671
a00000767	20672
a00000768	20673
a00000769	20674
a00000770	20675
a00000771	20676
a00000772	20677
a00000773	20678
a00000774	20679
a00000775	20680
a00000776	20681
a00000777	20682
a00000778	20683
a00000779	20684
a00000780	20685
a00000781	20686
a00000782	20687
a00000783	20688
a00000784	20689
a00000785	20690
a00000786	20691
a00000787	20692
a00000788	20693
a00000789	20694
a00000790	20695
a00000791	20696
a00000792	20697
a00000793	20698
a00000794	20699
a00000795	20700
a00000796	20701
a00000797	20702
a00000798	20703
a00000799	20704
a00000800	20705
a00000801	20706
a00000802	20707
a00000803	20708
a00000804	20709
a00000805	20710
a00000806	20711
a00000807	20712
a00000808	20713
a00000809	20714
a00000810	20715
a00000811	20716
a00000812	20717
a00000813	20718
a00000814	20719
a00000815	20720
a00000816	20721
a00000817	20722
a00000818	20723
a00000819	20724
a00000820	20725
a00000821	20726
a00000822	20727
a00000823	20728
a00000824	20729
a00000825	20730
a00000826	20731
a00000827	20732
a00000828	20733
a00000829	20734
a00000830	20735
a00000831	20736
a00000832	20737
a00000833	20738
a00000834	20739
a00000835	20740
a00000836	20741
a00000837	20742
a00000838	20743
a00000839	20744
a00000840	20745
a00000841	20746
a00000842	20747
a00000843	20748
a00000844	20749
