annotation	node
a00000000	398
a00000009	399
a00000010	400
a00000011	401
a00000012	402
a00000013	403
a00000014	404
a00000015	405
a00000016	406
a00000017	407
a00000018	408
a00000019	409
a00000020	410
a00000021	411
a00000022	412
a00000023	413
a00000024	414
a00000025	415
a00000026	416
a00000027	417
a00000028	418
a00000029	419
a00000030	420
a00000031	421
a00000032	422
a00000033	423
a00000034	424
a00000035	425
a00000036	426
a00000037	427
a00000038	428
a00000039	429
a00000040	430
a00000041	431
a00000042	432
a00000043	433
a00000044	434
a00000045	435
a00000046	436
a00000047	437
a00000048	438
a00000049	439
a00000050	440
a00000051	441
a00000052	442
a00000053	443
a00000054	444
a00000055	445
a00000056	446
a00000057	447
a00000058	448
a00000059	449
a00000060	450
a00000061	451
a00000062	452
a00000063	453
a00000064	454
a00000065	455
a00000066	456
a00000067	457
a00000068	458
a00000069	459
a00000070	460
a00000071	461
a00000072	462
a00000073	463
a00000074	464
a00000075	465
a00000076	466
a00000077	467
a00000078	468
a00000079	469
a00000080	470
a00000081	471
a00000082	472
a00000083	473
a00000084	474
a00000085	475
a00000086	476
a00000087	477
a00000088	478
a00000089	479
a00000090	480
a00000091	481
a00000092	482
a00000093	483
a00000001	484
a00000002	485
a00000003	486
a00000004	487
a00000005	488
a00000006	489
a00000007	490
a00000008	491
