annotation	node
a00000000	6843
a00000092	6844
a00000093	6845
a00000094	6846
a00000095	6847
a00000096	6848
a00000097	6849
a00000098	6850
a00000099	6851
a00000100	6852
a00000101	6853
a00000102	6854
a00000103	6855
a00000104	6856
a00000105	6857
a00000106	6858
a00000107	6859
a00000108	6860
a00000109	6861
a00000110	6862
a00000111	6863
a00000112	6864
a00000113	6865
a00000114	6866
a00000115	6867
a00000116	6868
a00000117	6869
a00000118	6870
a00000119	6871
a00000120	6872
a00000121	6873
a00000122	6874
a00000123	6875
a00000124	6876
a00000125	6877
a00000126	6878
a00000127	6879
a00000128	6880
a00000129	6881
a00000130	6882
a00000131	6883
a00000132	6884
a00000133	6885
a00000134	6886
a00000135	6887
a00000136	6888
a00000137	6889
a00000138	6890
a00000139	6891
a00000140	6892
a00000141	6893
a00000142	6894
a00000143	6895
a00000144	6896
a00000145	6897
a00000146	6898
a00000147	6899
a00000148	6900
a00000149	6901
a00000150	6902
a00000151	6903
a00000152	6904
a00000153	6905
a00000154	6906
a00000155	6907
a00000156	6908
a00000157	6909
a00000158	6910
a00000159	6911
a00000160	6912
a00000161	6913
a00000162	6914
a00000163	6915
a00000164	6916
a00000165	6917
a00000166	6918
a00000167	6919
a00000168	6920
a00000169	6921
a00000170	6922
a00000171	6923
a00000172	6924
a00000173	6925
a00000174	6926
a00000175	6927
a00000176	6928
a00000177	6929
a00000178	6930
a00000179	6931
a00000180	6932
a00000181	6933
a00000182	6934
a00000183	6935
a00000184	6936
a00000185	6937
a00000186	6938
a00000187	6939
a00000188	6940
a00000189	6941
a00000190	6942
a00000191	6943
a00000192	6944
a00000193	6945
a00000194	6946
a00000195	6947
a00000196	6948
a00000197	6949
a00000198	6950
a00000199	6951
a00000200	6952
a00000201	6953
a00000202	6954
a00000203	6955
a00000204	6956
a00000205	6957
a00000206	6958
a00000207	6959
a00000208	6960
a00000209	6961
a00000210	6962
a00000211	6963
a00000212	6964
a00000213	6965
a00000214	6966
a00000215	6967
a00000216	6968
a00000217	6969
a00000218	6970
a00000219	6971
a00000220	6972
a00000221	6973
