annotation	node
a00000000	37465
a00000552	37466
a00000553	37467
a00000554	37468
a00000555	37469
a00000556	37470
a00000557	37471
a00000558	37472
a00000559	37473
a00000560	37474
a00000561	37475
a00000562	37476
a00000563	37477
a00000564	37478
a00000565	37479
a00000566	37480
a00000567	37481
a00000568	37482
a00000569	37483
a00000570	37484
a00000571	37485
a00000572	37486
a00000573	37487
a00000574	37488
a00000575	37489
a00000576	37490
a00000577	37491
a00000578	37492
a00000579	37493
a00000580	37494
a00000581	37495
a00000582	37496
a00000583	37497
a00000584	37498
a00000585	37499
a00000586	37500
a00000587	37501
a00000588	37502
a00000589	37503
a00000590	37504
a00000591	37505
a00000592	37506
a00000593	37507
a00000594	37508
a00000595	37509
a00000596	37510
a00000597	37511
a00000598	37512
a00000599	37513
a00000600	37514
a00000601	37515
a00000602	37516
a00000603	37517
a00000604	37518
a00000605	37519
a00000606	37520
a00000607	37521
a00000608	37522
a00000609	37523
a00000610	37524
a00000611	37525
a00000612	37526
a00000613	37527
a00000614	37528
a00000615	37529
a00000616	37530
a00000617	37531
a00000618	37532
a00000619	37533
a00000620	37534
a00000621	37535
a00000622	37536
a00000623	37537
a00000624	37538
a00000625	37539
a00000626	37540
a00000627	37541
a00000628	37542
a00000629	37543
a00000630	37544
a00000631	37545
a00000632	37546
a00000633	37547
a00000634	37548
a00000635	37549
a00000636	37550
a00000637	37551
a00000638	37552
a00000639	37553
a00000640	37554
a00000641	37555
a00000642	37556
a00000643	37557
a00000644	37558
a00000645	37559
a00000646	37560
a00000647	37561
a00000648	37562
a00000649	37563
a00000650	37564
a00000651	37565
a00000652	37566
a00000653	37567
a00000654	37568
a00000655	37569
a00000656	37570
a00000657	37571
a00000658	37572
a00000659	37573
a00000660	37574
a00000661	37575
a00000662	37576
a00000663	37577
a00000664	37578
a00000665	37579
a00000666	37580
a00000667	37581
a00000668	37582
a00000669	37583
a00000670	37584
a00000671	37585
a00000672	37586
a00000673	37587
a00000674	37588
a00000675	37589
a00000676	37590
a00000677	37591
a00000678	37592
a00000679	37593
a00000680	37594
a00000681	37595
a00000682	37596
a00000683	37597
a00000684	37598
a00000685	37599
a00000686	37600
a00000687	37601
a00000688	37602
a00000689	37603
a00000690	37604
a00000691	37605
a00000692	37606
a00000693	37607
a00000694	37608
a00000695	37609
a00000696	37610
a00000697	37611
a00000698	37612
a00000699	37613
a00000700	37614
a00000701	37615
a00000702	37616
a00000703	37617
a00000704	37618
a00000705	37619
a00000706	37620
a00000707	37621
a00000708	37622
a00000709	37623
a00000710	37624
a00000711	37625
a00000712	37626
a00000713	37627
a00000714	37628
a00000715	37629
a00000716	37630
a00000717	37631
a00000718	37632
a00000719	37633
a00000720	37634
a00000721	37635
a00000722	37636
a00000723	37637
a00000724	37638
a00000725	37639
a00000726	37640
a00000727	37641
a00000728	37642
a00000729	37643
a00000730	37644
a00000731	37645
a00000732	37646
a00000733	37647
a00000734	37648
a00000735	37649
a00000736	37650
a00000737	37651
a00000738	37652
a00000739	37653
a00000740	37654
a00000741	37655
a00000742	37656
a00000743	37657
a00000744	37658
a00000745	37659
a00000746	37660
a00000747	37661
a00000748	37662
a00000749	37663
a00000750	37664
a00000751	37665
a00000752	37666
a00000753	37667
a00000754	37668
a00000755	37669
a00000756	37670
a00000757	37671
a00000758	37672
a00000759	37673
a00000760	37674
a00000761	37675
a00000762	37676
a00000763	37677
a00000764	37678
a00000765	37679
a00000766	37680
a00000767	37681
a00000768	37682
a00000769	37683
a00000770	37684
a00000771	37685
a00000772	37686
a00000773	37687
a00000774	37688
a00000775	37689
a00000776	37690
a00000777	37691
a00000778	37692
a00000779	37693
a00000780	37694
a00000781	37695
a00000782	37696
a00000783	37697
a00000784	37698
a00000785	37699
a00000786	37700
a00000787	37701
a00000788	37702
a00000789	37703
a00000790	37704
a00000791	37705
a00000792	37706
a00000793	37707
a00000794	37708
a00000795	37709
a00000796	37710
a00000797	37711
a00000798	37712
a00000799	37713
a00000800	37714
a00000801	37715
a00000802	37716
a00000803	37717
a00000804	37718
a00000805	37719
a00000806	37720
a00000807	37721
a00000808	37722
a00000809	37723
a00000810	37724
a00000811	37725
a00000812	37726
a00000813	37727
a00000814	37728
a00000815	37729
a00000816	37730
a00000817	37731
a00000818	37732
a00000819	37733
a00000820	37734
a00000821	37735
a00000822	37736
a00000823	37737
a00000824	37738
a00000825	37739
a00000826	37740
a00000827	37741
a00000828	37742
a00000829	37743
a00000830	37744
a00000831	37745
a00000832	37746
a00000833	37747
a00000834	37748
a00000835	37749
a00000836	37750
a00000837	37751
a00000838	37752
a00000839	37753
