annotation	node
a00000000	394
a00000010	395
a00000011	396
a00000012	397
a00000013	398
a00000014	399
a00000015	400
a00000016	401
a00000017	402
a00000018	403
a00000019	404
a00000020	405
a00000021	406
a00000022	407
a00000023	408
a00000024	409
a00000025	410
a00000026	411
a00000027	412
a00000028	413
a00000029	414
a00000030	415
a00000031	416
a00000032	417
a00000033	418
a00000034	419
a00000035	420
a00000036	421
a00000037	422
a00000038	423
a00000039	424
a00000040	425
a00000041	426
a00000042	427
a00000043	428
a00000044	429
a00000045	430
a00000046	431
a00000047	432
a00000048	433
a00000049	434
a00000050	435
a00000051	436
a00000052	437
a00000053	438
a00000054	439
a00000055	440
a00000056	441
a00000057	442
a00000058	443
a00000059	444
a00000060	445
a00000061	446
a00000062	447
a00000063	448
a00000064	449
a00000065	450
a00000066	451
a00000067	452
a00000068	453
a00000069	454
a00000070	455
a00000071	456
a00000072	457
a00000073	458
a00000074	459
a00000075	460
a00000076	461
a00000077	462
a00000078	463
a00000079	464
a00000080	465
a00000081	466
a00000082	467
a00000083	468
a00000084	469
a00000085	470
a00000086	471
a00000087	472
a00000088	473
a00000089	474
a00000090	475
a00000091	476
a00000092	477
a00000093	478
a00000094	479
a00000095	480
a00000096	481
a00000097	482
a00000098	483
a00000099	484
a00000001	485
a00000002	486
a00000003	487
a00000004	488
a00000005	489
a00000006	490
a00000007	491
a00000008	492
a00000009	493
